kinase_id,HGNC_symbol,HGNC_ID,Name_hgnc,Is_phosphatase,Is_kinase_regulator,Is_anchoring_protein,Is_pseudokinase,Substrate_protein,Substrate_lipid,Substrate_nucleotide,Substrate_carbohydrate,Substrate_other,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,kinase_id_manning,manning_name,Group_manning,Family_manning,SubFamily_manning,Pseudogene_manning,Novelty_manning,InManning,Group_kinhub,Family_kinhub,SubFamily_kinhub,UniProt_kinhub,InKinHub,Group_match_manning_kinhub,Family_match_manning_kinhub,Group_consensus,Family_consensus,Metabolic_kegg,Lipid_kegg,Mouse_Symbol,Ensembl_Mouse
K0420,PRKAB2,HGNC:9379,protein kinase AMP-activated non-catalytic subunit beta 2,N,N,N,N,Y,N,N,N,N,Protein kinase AMP-activated non-catalytic subunit beta family,3610,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase AMP-activated non-catalytic subunit beta family,Protein kinase AMP-activated non-catalytic subunit beta family,N,N,Prkab2,ENSMUSG00000038205
K0421,PRKACA,HGNC:9380,protein kinase cAMP-activated catalytic subunit alpha,N,N,N,N,Y,N,N,N,N,Protein kinase A family,3509,Approved,gene with protein product,SK300,,AGC,PKA,"",N,Known - Refseq,Y,AGC,PKA,"",P17612,Y,TRUE,TRUE,AGC,PKA,N,N,Prkaca,ENSMUSG00000005469
K0422,PRKACB,HGNC:9381,protein kinase cAMP-activated catalytic subunit beta,N,N,N,N,Y,N,N,N,N,Protein kinase A family,3509,Approved,gene with protein product,SK301,,AGC,PKA,"",N,Known - Refseq,Y,AGC,PKA,"",P22694,Y,TRUE,TRUE,AGC,PKA,N,N,Prkacb,ENSMUSG00000005034
K0423,PRKACG,HGNC:9382,protein kinase cAMP-activated catalytic subunit gamma,N,N,N,N,Y,N,N,N,N,Protein kinase A family,3509,Approved,gene with protein product,SK302,,AGC,PKA,"",N,Known - Refseq,Y,AGC,PKA,"",P22612,Y,TRUE,TRUE,AGC,PKA,N,N,,
K0424,PRKAG1,HGNC:9385,protein kinase AMP-activated non-catalytic subunit gamma 1,N,N,N,N,Y,N,N,N,N,Protein kinase AMP-activated non-catalytic subunit gamma family,3611,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase AMP-activated non-catalytic subunit gamma family,Protein kinase AMP-activated non-catalytic subunit gamma family,N,N,Prkag1,ENSMUSG00000067713
K0425,PRKAG2,HGNC:9386,protein kinase AMP-activated non-catalytic subunit gamma 2,N,N,N,N,Y,N,N,N,N,Protein kinase AMP-activated non-catalytic subunit gamma family,3611,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase AMP-activated non-catalytic subunit gamma family,Protein kinase AMP-activated non-catalytic subunit gamma family,N,N,Prkag2,ENSMUSG00000028944
K0426,PRKAG3,HGNC:9387,protein kinase AMP-activated non-catalytic subunit gamma 3,N,N,N,N,Y,N,N,N,N,Protein kinase AMP-activated non-catalytic subunit gamma family,3611,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase AMP-activated non-catalytic subunit gamma family,Protein kinase AMP-activated non-catalytic subunit gamma family,N,N,Prkag3,ENSMUSG00000006542
K0427,PRKAR1A,HGNC:9388,protein kinase cAMP-dependent type I regulatory subunit alpha,N,N,N,N,Y,N,N,N,N,Protein kinase A subunits,2144,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase A subunits,Protein kinase A subunits,N,N,Prkar1a,ENSMUSG00000020612
K0428,PRKAR1B,HGNC:9390,protein kinase cAMP-dependent type I regulatory subunit beta,N,N,N,N,Y,N,N,N,N,Protein kinase A subunits,2144,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase A subunits,Protein kinase A subunits,N,N,Prkar1b,ENSMUSG00000025855
K0429,PRKAR2A,HGNC:9391,protein kinase cAMP-dependent type II regulatory subunit alpha,N,N,N,N,Y,N,N,N,N,Protein kinase A subunits,2144,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase A subunits,Protein kinase A subunits,N,N,Prkar2a,ENSMUSG00000032601
K0430,PRKAR2B,HGNC:9392,protein kinase cAMP-dependent type II regulatory subunit beta,N,N,N,N,Y,N,N,N,N,Protein kinase A subunits,2144,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Protein kinase A subunits,Protein kinase A subunits,N,N,Prkar2b,ENSMUSG00000002997
K0431,PRKCA,HGNC:9393,protein kinase C alpha,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK303,,AGC,PKC,Alpha,N,Known - Refseq,Y,AGC,PKC,PKCa,P17252,Y,TRUE,TRUE,AGC,PKC,Y,Y,Prkca,ENSMUSG00000050965
K0432,PRKCB,HGNC:9395,protein kinase C beta,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK304,,AGC,PKC,Alpha,N,Known - Refseq,Y,AGC,PKC,PKCa,P05771,Y,TRUE,TRUE,AGC,PKC,Y,Y,Prkcb,ENSMUSG00000052889
K0433,PRKCD,HGNC:9399,protein kinase C delta,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK305,,AGC,PKC,Delta,N,Known - Refseq,Y,AGC,PKC,PKCd,Q05655,Y,TRUE,TRUE,AGC,PKC,N,N,Prkcd,ENSMUSG00000021948
K0434,PRKCE,HGNC:9401,protein kinase C epsilon,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK306,,AGC,PKC,Eta,N,Known - Refseq,Y,AGC,PKC,PKCh,Q02156,Y,TRUE,TRUE,AGC,PKC,N,Y,Prkce,ENSMUSG00000045038
K0435,PRKCG,HGNC:9402,protein kinase C gamma,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK307,,AGC,PKC,Alpha,N,Known - Refseq,Y,AGC,PKC,PKCa,P05129,Y,TRUE,TRUE,AGC,PKC,Y,Y,Prkcg,ENSMUSG00000078816
K0436,PRKCH,HGNC:9403,protein kinase C eta,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK270,,AGC,PKC,Eta,N,Known - Refseq,Y,AGC,PKC,PKCh,P24723,Y,TRUE,TRUE,AGC,PKC,N,N,Prkch,ENSMUSG00000021108
K0437,PRKCI,HGNC:9404,protein kinase C iota,N,N,N,N,Y,N,N,N,N,Protein kinase C family,3523,Approved,gene with protein product,SK308,,AGC,PKC,Iota,N,Known - Refseq,Y,AGC,PKC,PKCi,P41743,Y,TRUE,TRUE,AGC,PKC,N,N,Prkci,ENSMUSG00000037643
K0438,PRKCQ,HGNC:9410,protein kinase C theta,N,N,N,N,Y,N,N,N,N,C2 domain containing protein kinases,835,Approved,gene with protein product,SK310,,AGC,PKC,Delta,N,Known - Refseq,Y,AGC,PKC,PKCd,Q04759,Y,TRUE,TRUE,AGC,PKC,N,N,Prkcq,ENSMUSG00000026778
K0439,PRKCZ,HGNC:9412,protein kinase C zeta,N,N,N,N,Y,N,N,N,N,Protein kinase C family,3523,Approved,gene with protein product,SK311,,AGC,PKC,Iota,N,Known - Refseq,Y,AGC,PKC,PKCi,Q05513,Y,TRUE,TRUE,AGC,PKC,N,Y,Prkcz,ENSMUSG00000029053
K0440,PRKD1,HGNC:9407,protein kinase D1,N,N,N,N,Y,N,N,N,N,Protein kinase D family,3448,Approved,gene with protein product,SK309,,CAMK,PKD,"",N,Known - Refseq,Y,CAMK,PKD,"",Q15139,Y,TRUE,TRUE,CAMK,PKD,N,N,Prkd1,ENSMUSG00000002688
K0441,PRKD2,HGNC:17293,protein kinase D2,N,N,N,N,Y,N,N,N,N,Protein kinase D family,3448,Approved,gene with protein product,SK480,,CAMK,PKD,"",N,Known - Refseq,Y,CAMK,PKD,"",Q9BZL6,Y,TRUE,TRUE,CAMK,PKD,N,N,Prkd2,ENSMUSG00000041187
K0442,PRKD3,HGNC:9408,protein kinase D3,N,N,N,N,Y,N,N,N,N,Protein kinase D family,3448,Approved,gene with protein product,SK489,,CAMK,PKD,"",N,Known - Refseq,Y,CAMK,PKD,"",O94806,Y,TRUE,TRUE,CAMK,PKD,N,N,Prkd3,ENSMUSG00000024070
K0443,PRKG1,HGNC:9414,protein kinase cGMP-dependent 1,N,N,N,N,Y,N,N,N,N,Protein kinase G family,3510,Approved,gene with protein product,SK073,,AGC,PKG,"",N,Known - Refseq,Y,AGC,PKG,"",Q13976,Y,TRUE,TRUE,AGC,PKG,N,N,Prkg1,ENSMUSG00000052920
K0444,PRKG2,HGNC:9416,protein kinase cGMP-dependent 2,N,N,N,N,Y,N,N,N,N,Protein kinase G family,3510,Approved,gene with protein product,SK075,,AGC,PKG,"",N,Known - Refseq,Y,AGC,PKG,"",Q13237,Y,TRUE,TRUE,AGC,PKG,N,N,Prkg2,ENSMUSG00000029334
K0445,PRKX,HGNC:9441,protein kinase cAMP-dependent X-linked catalytic subunit,N,N,N,N,Y,N,N,N,N,Protein kinase A family,3509,Approved,gene with protein product,SK313,PRKX,AGC,PKA,"",N,Known - Literature,Y,AGC,PKA,"",P51817,Y,TRUE,TRUE,AGC,PKA,N,N,Prkx,ENSMUSG00000035725
K0446,PRKY,HGNC:9444,protein kinase Y-linked (pseudogene),N,N,N,N,Y,N,N,N,N,Protein kinase A family,3509,Approved,pseudogene,SK320,PRKY,AGC,PKA,"",N,Known - Literature,Y,AGC,PKA,"",O43930,Y,TRUE,TRUE,AGC,PKA,N,N,,
K0447,PSKH1,HGNC:9529,protein serine kinase H1,N,N,N,N,Y,N,N,N,N,Protein serine kinase H family,3449,Approved,gene with protein product,SK322,PSKH1,CAMK,PSK,"",N,Known - Literature,Y,CAMK,PSK,"",P11801,Y,TRUE,TRUE,CAMK,PSK,N,N,Pskh1,ENSMUSG00000048310
K0448,PSKH2,HGNC:18997,protein serine kinase H2,N,N,N,N,Y,N,N,N,N,Protein serine kinase H family,3449,Approved,gene with protein product,SK602,PSKH2,CAMK,PSK,"",N,Known - Refseq,Y,CAMK,PSK,"",Q96QS6,Y,TRUE,TRUE,CAMK,PSK,N,N,,
K0449,PTK2,HGNC:9611,protein tyrosine kinase 2,N,N,N,N,Y,N,N,N,N,PTK2 family tyrosine kinases,1644,Approved,gene with protein product,SK138,,TK,Fak,"",N,Known - Literature,Y,TK,FAK,"",Q05397,Y,TRUE,TRUE,TK,Fak,N,Y,Ptk2,ENSMUSG00000022607
K0450,PTK2B,HGNC:9612,protein tyrosine kinase 2 beta,N,N,N,N,Y,N,N,N,N,PTK2 family tyrosine kinases,1644,Approved,gene with protein product,SK424,,TK,Fak,"",N,Known - Literature,Y,TK,FAK,"",Q14289,Y,TRUE,TRUE,TK,Fak,N,N,Ptk2b,ENSMUSG00000059456
K0451,PTK6,HGNC:9617,protein tyrosine kinase 6,N,N,N,N,Y,N,N,N,N,PTK6 family tyrosine kinases,1645,Approved,gene with protein product,SK051,,TK,Src,"",N,Known - Literature,Y,TK,Src,"",Q13882,Y,TRUE,TRUE,TK,Src,N,N,Ptk6,ENSMUSG00000038751
K0452,PTK7,HGNC:9618,protein tyrosine kinase 7 (inactive),N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK411,,TK,CCK4,"",N,Known - Literature,Y,TK,CCK4,"",Q13308,Y,TRUE,TRUE,TK,CCK4,N,N,Ptk7,ENSMUSG00000023972
K0453,RAB32,HGNC:9772,"RAB32, member RAS oncogene family",N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,,
K0454,RAF1,HGNC:9829,"Raf-1 proto-oncogene, serine/threonine kinase",N,N,N,N,Y,N,N,N,N,Mitogen-activated protein kinase kinase kinases,654,Approved,gene with protein product,SK324,RAF1,TKL,RAF,"",N,Known - Literature,Y,TKL,RAF,"",P04049,Y,TRUE,TRUE,TKL,RAF,Y,Y,Raf1,ENSMUSG00000000441
K0455,RET,HGNC:9967,ret proto-oncogene,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK326,RET,TK,Ret,"",N,Known - Literature,Y,TK,Ret,"",P07949,Y,TRUE,TRUE,TK,Ret,Y,N,Ret,ENSMUSG00000030110
K0456,ROCK1,HGNC:10251,Rho associated coiled-coil containing protein kinase 1,N,N,N,N,Y,N,N,N,N,Rho associated coiled-coil containing protein kinase family,3491,Approved,gene with protein product,SK331,ROCK1,AGC,DMPK,ROCK,N,Known - Literature,Y,AGC,DMPK,ROCK,Q13464,Y,TRUE,TRUE,AGC,DMPK,N,Y,Rock1,ENSMUSG00000024290
K0457,ROCK2,HGNC:10252,Rho associated coiled-coil containing protein kinase 2,N,N,N,N,Y,N,N,N,N,Rho associated coiled-coil containing protein kinase family,3491,Approved,gene with protein product,SK263,ROCK2,AGC,DMPK,ROCK,N,Known - Literature,Y,AGC,DMPK,ROCK,O75116,Y,TRUE,TRUE,AGC,DMPK,N,Y,Rock2,ENSMUSG00000020580
K0458,ROR1,HGNC:10256,receptor tyrosine kinase like orphan receptor 1,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK333,ROR1,TK,Ror,"",N,Known - Refseq,Y,TK,Ror,"",Q01973,Y,TRUE,TRUE,TK,Ror,N,N,Ror1,ENSMUSG00000035305
K0459,ROR2,HGNC:10257,receptor tyrosine kinase like orphan receptor 2,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK334,ROR2,TK,Ror,"",N,Known - Refseq,Y,TK,Ror,"",Q01974,Y,TRUE,TRUE,TK,Ror,N,N,Ror2,ENSMUSG00000021464
K0460,ROS1,HGNC:10261,"ROS proto-oncogene 1, receptor tyrosine kinase",N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK335,,TK,Sev,"",N,Known - Refseq,Y,TK,Sev,"",P08922,Y,TRUE,TRUE,TK,Sev,N,N,Ros1,ENSMUSG00000019893
K0461,RPS6KA1,HGNC:10430,ribosomal protein S6 kinase A1,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK338,,AGC,RSK,RSK,N,Known - Refseq,Y,AGC,RSK,RSKp90,Q15418,Y,TRUE,TRUE,AGC,RSK,N,N,Rps6ka1,ENSMUSG00000003644
K0462,RPS6KA2,HGNC:10431,ribosomal protein S6 kinase A2,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK336,,AGC,RSK,RSK,N,Known - Refseq,Y,AGC,RSK,RSKp90,Q15349,Y,TRUE,TRUE,AGC,RSK,N,N,Rps6ka2,ENSMUSG00000023809
K0463,RPS6KA3,HGNC:10432,ribosomal protein S6 kinase A3,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK337,,AGC,RSK,RSK,N,Known - Refseq,Y,AGC,RSK,RSKp90,P51812,Y,TRUE,TRUE,AGC,RSK,N,N,Rps6ka3,ENSMUSG00000031309
K0464,RPS6KA4,HGNC:10433,ribosomal protein S6 kinase A4,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK243,,AGC,RSK,MSK,N,Known - Refseq,Y,AGC,RSK,MSK,O75676,Y,TRUE,TRUE,AGC,RSK,N,N,Rps6ka4,ENSMUSG00000118668
K0465,RPS6KA5,HGNC:10434,ribosomal protein S6 kinase A5,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK242,,AGC,RSK,MSK,N,Known - Refseq,Y,AGC,RSK,MSK,O75582,Y,TRUE,TRUE,AGC,RSK,N,N,Rps6ka5,ENSMUSG00000021180
K0466,RPS6KA6,HGNC:10435,ribosomal protein S6 kinase A6,N,N,N,N,Y,N,N,N,N,MAPK activated protein kinases,1156,Approved,gene with protein product,SK518,,AGC,RSK,RSK,N,Known - Refseq,Y,AGC,RSK,RSKp90,Q9UK32,Y,TRUE,TRUE,AGC,RSK,N,N,Rps6ka6,ENSMUSG00000025665
K0467,RPS6KB1,HGNC:10436,ribosomal protein S6 kinase B1,N,N,N,N,Y,N,N,N,N,Ribosomal protein S6 kinase family,3524,Approved,gene with protein product,SK265,,AGC,RSK,p70,N,Known - Refseq,Y,AGC,RSK,RSKp70,P23443,Y,TRUE,TRUE,AGC,RSK,Y,N,Rps6kb1,ENSMUSG00000020516
K0468,RPS6KB2,HGNC:10437,ribosomal protein S6 kinase B2,N,N,N,N,Y,N,N,N,N,Ribosomal protein S6 kinase family,3524,Approved,gene with protein product,SK266,,AGC,RSK,p70,N,Known - Refseq,Y,AGC,RSK,RSKp70,Q9UBS0,Y,TRUE,TRUE,AGC,RSK,Y,N,Rps6kb2,ENSMUSG00000024830
K0469,RPS6KC1,HGNC:10439,ribosomal protein S6 kinase C1,N,N,N,N,Y,N,N,N,N,Ribosomal protein S6 kinase family,3524,Approved,gene with protein product,SK517,,AGC,RSKL,"",N,Known - Refseq,Y,AGC,RSKL,"",Q96S38,Y,TRUE,TRUE,AGC,RSKL,N,N,Rps6kc1,ENSMUSG00000089872
K0470,RPS6KL1,HGNC:20222,ribosomal protein S6 kinase like 1,N,N,N,N,Y,N,N,N,N,Ribosomal protein S6 kinase family,3524,Approved,gene with protein product,SK473,,AGC,RSKL,"",N,Known - Genbank,Y,AGC,RSKL,"",Q9Y6S9,Y,TRUE,TRUE,AGC,RSKL,N,N,Rps6kl1,ENSMUSG00000019235
K0471,RSKR,HGNC:26314,ribosomal protein S6 kinase related,N,N,N,N,Y,N,N,N,N,Ribosomal protein S6 kinase family,3524,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Ribosomal protein S6 kinase family,Ribosomal protein S6 kinase family,N,N,Rskr,ENSMUSG00000037593
K0472,RYK,HGNC:10481,receptor like tyrosine kinase,N,N,N,N,Y,N,N,N,N,Receptor tyrosine kinases,321,Approved,gene with protein product,SK340,RYK,TK,Ryk,"",N,Known - Refseq,Y,TK,Ryk,"",P34925,Y,TRUE,TRUE,TK,Ryk,N,N,Ryk,ENSMUSG00000032547
K0473,SCYL1,HGNC:14372,SCY1 like pseudokinase 1,N,N,N,Y,Y,N,N,N,N,SCY1 like pseudokinases,1033,Approved,gene with protein product,SK454,SCYL1,Other,SCY1,"",N,Known - Refseq,Y,Other,SCY1,"",Q96KG9,Y,TRUE,TRUE,Other,SCY1,N,N,Scyl1,ENSMUSG00000024941
K0474,SCYL2,HGNC:19286,SCY1 like pseudokinase 2,N,N,N,Y,Y,N,N,N,N,SCY1 like pseudokinases,1033,Approved,gene with protein product,SK475,SCYL2,Other,SCY1,"",N,Novel,Y,Other,SCY1,"",Q6P3W7,Y,TRUE,TRUE,Other,SCY1,N,N,Scyl2,ENSMUSG00000069539
K0475,SCYL3,HGNC:19285,SCY1 like pseudokinase 3,N,N,N,Y,Y,N,N,N,N,SCY1 like pseudokinases,1033,Approved,gene with protein product,SK468,SCYL3,Other,SCY1,"",N,Novel,Y,Other,SCY1,"",Q8IZE3,Y,TRUE,TRUE,Other,SCY1,N,N,Scyl3,ENSMUSG00000026584
K0476,SGK1,HGNC:10810,serum/glucocorticoid regulated kinase 1,N,N,N,N,Y,N,N,N,N,Serum/glucocorticoid regulated kinase family,3485,Approved,gene with protein product,SK346,,AGC,SGK,"",N,Known - Literature,Y,AGC,SGK,"",O00141,Y,TRUE,TRUE,AGC,SGK,N,N,Sgk1,ENSMUSG00000019970
K0477,SGK2,HGNC:13900,serum/glucocorticoid regulated kinase 2,N,N,N,N,Y,N,N,N,N,Serum/glucocorticoid regulated kinase family,3485,Approved,gene with protein product,SK523,SGK2,AGC,SGK,"",N,Known - Literature,Y,AGC,SGK,"",Q9HBY8,Y,TRUE,TRUE,AGC,SGK,N,N,Sgk2,ENSMUSG00000017868
K0478,SGK3,HGNC:10812,serum/glucocorticoid regulated kinase family member 3,N,N,N,N,Y,N,N,N,N,Serum/glucocorticoid regulated kinase family,3485,Approved,gene with protein product,SK525,SGK3,AGC,SGK,"",N,Known - Literature,Y,AGC,SGK,"",Q96BR1,Y,TRUE,TRUE,AGC,SGK,N,N,Sgk3,ENSMUSG00000025915
K0479,SIK1,HGNC:11142,salt inducible kinase 1,N,N,N,N,Y,N,N,N,N,SIK family kinases,2131,Approved,gene with protein product,SK604,,CAMK,CAMKL,QIK,N,Known - Genbank,Y,CAMK,CAMKL,QIK,P57059,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Sik1,ENSMUSG00000024042
K0480,SIK2,HGNC:21680,salt inducible kinase 2,N,N,N,N,Y,N,N,N,N,SIK family kinases,2131,Approved,gene with protein product,SK513,,CAMK,CAMKL,QIK,N,Novel,Y,CAMK,CAMKL,QIK,Q9H0K1,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Sik2,ENSMUSG00000037112
K0481,SIK3,HGNC:29165,SIK family kinase 3,N,N,N,N,Y,N,N,N,N,SIK family kinases,2131,Approved,gene with protein product,SK501,,CAMK,CAMKL,QIK,N,Novel,Y,CAMK,CAMKL,QIK,Q9Y2K2,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Sik3,ENSMUSG00000034135
K0482,SNRK,HGNC:30598,SNF related kinase,N,N,N,N,Y,N,N,N,N,SNRK family kinases,3545,Approved,gene with protein product,SK625,SNRK,CAMK,CAMKL,SNRK,N,Known - Genbank,Y,CAMK,CAMKL,SNRK,Q9NRH2,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Snrk,ENSMUSG00000038145
K0483,SPEG,HGNC:16901,striated muscle enriched protein kinase,N,N,N,N,Y,N,N,N,N,Myosin light chain kinase family,1668,Approved,gene with protein product,SK537,SPEG,CAMK,Trio,"",N,Novel,Y,CAMK,Trio,"",Q15772,Y,TRUE,TRUE,CAMK,Trio,N,N,Speg,ENSMUSG00000026207
K0484,SPHK1,HGNC:11240,sphingosine kinase 1,N,N,N,N,N,Y,N,N,N,Sphingosine kinase family,3498,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Sphingosine kinase family,Sphingosine kinase family,Y,Y,Sphk1,ENSMUSG00000061878
K0485,SPHK2,HGNC:18859,sphingosine kinase 2,N,N,N,N,N,Y,N,N,N,Sphingosine kinase family,3498,Approved,gene with protein product,,,,,,,,N,,,,,N,,,Sphingosine kinase family,Sphingosine kinase family,Y,Y,Sphk2,ENSMUSG00000057342
K0486,SPHKAP,HGNC:30619,"SPHK1 interactor, AKAP domain containing",N,N,Y,N,N,N,N,N,N,A-kinase anchoring proteins,396,Approved,gene with protein product,,,,,,,,N,,,,,N,,,A-kinase anchoring proteins,A-kinase anchoring proteins,N,N,Sphkap,ENSMUSG00000026163
K0487,SRC,HGNC:11283,"SRC proto-oncogene, non-receptor tyrosine kinase",N,N,N,N,Y,N,N,N,N,Src family tyrosine kinases,1388,Approved,gene with protein product,SK357,SRC,TK,Src,"",N,Known - Literature,Y,TK,Src,"",P12931,Y,TRUE,TRUE,TK,Src,N,Y,Src,ENSMUSG00000027646
K0488,SRMS,HGNC:11298,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,N,N,N,N,Y,N,N,N,N,PTK6 family tyrosine kinases,1645,Approved,gene with protein product,SK425,,TK,Src,"",N,Known - Genbank,Y,TK,Src,"",Q9H3Y6,Y,TRUE,TRUE,TK,Src,N,N,Srms,ENSMUSG00000027579
K0489,SRPK1,HGNC:11305,SRSF protein kinase 1,N,N,N,N,Y,N,N,N,N,SRSF protein kinase family,3483,Approved,gene with protein product,SK358,SRPK1,CMGC,SRPK,"",N,Known - Refseq,Y,CMGC,SRPK,"",Q96SB4,Y,TRUE,TRUE,CMGC,SRPK,N,N,Srpk1,ENSMUSG00000004865
K0490,SRPK2,HGNC:11306,SRSF protein kinase 2,N,N,N,N,Y,N,N,N,N,SRSF protein kinase family,3483,Approved,gene with protein product,SK359,SRPK2,CMGC,SRPK,"",N,Known - Refseq,Y,CMGC,SRPK,"",P78362,Y,TRUE,TRUE,CMGC,SRPK,N,N,Srpk2,ENSMUSG00000062604
K0491,SRPK3,HGNC:11402,SRSF protein kinase 3,N,N,N,N,Y,N,N,N,N,SRSF protein kinase family,3483,Approved,gene with protein product,SK507,,CMGC,SRPK,"",N,Known - Refseq,Y,CMGC,SRPK,"",Q9UPE1,Y,TRUE,TRUE,CMGC,SRPK,N,N,Srpk3,ENSMUSG00000002007
K0492,STK11,HGNC:11389,serine/threonine kinase 11,N,N,N,N,Y,N,N,N,N,STK11 family kinases,3546,Approved,gene with protein product,SK208,,CAMK,CAMKL,LKB,N,Known - Refseq,Y,CAMK,CAMKL,LKB,Q15831,Y,TRUE,TRUE,CAMK,CAMKL,N,N,Stk11,ENSMUSG00000003068
K0493,STK17A,HGNC:11395,serine/threonine kinase 17a,N,N,N,N,Y,N,N,N,N,Death associated protein kinases,1021,Approved,gene with protein product,SK486,,CAMK,DAPK,"",N,Known - Refseq,Y,CAMK,DAPK,"",Q9UEE5,Y,TRUE,TRUE,CAMK,DAPK,N,N,,
K0494,STK17B,HGNC:11396,serine/threonine kinase 17b,N,N,N,N,Y,N,N,N,N,Death associated protein kinases,1021,Approved,gene with protein product,SK487,,CAMK,DAPK,"",N,Known - Refseq,Y,CAMK,DAPK,"",O94768,Y,TRUE,TRUE,CAMK,DAPK,N,N,Stk17b,ENSMUSG00000026094
K0495,STK32A,HGNC:28317,serine/threonine kinase 32A,N,N,N,N,Y,N,N,N,N,Serine/threonine kinase 32 family,3508,Approved,gene with protein product,SK624,,AGC,YANK,"",N,Novel,Y,AGC,YANK,"",Q8WU08,Y,TRUE,TRUE,AGC,YANK,N,N,Stk32a,ENSMUSG00000039954
K0496,STK32B,HGNC:14217,serine/threonine kinase 32B,N,N,N,N,Y,N,N,N,N,Serine/threonine kinase 32 family,3508,Approved,gene with protein product,SK481,,AGC,YANK,"",N,Known - Refseq,Y,AGC,YANK,"",Q9NY57,Y,TRUE,TRUE,AGC,YANK,N,N,Stk32b,ENSMUSG00000029123
K0497,STK32C,HGNC:21332,serine/threonine kinase 32C,N,N,N,N,Y,N,N,N,N,Serine/threonine kinase 32 family,3508,Approved,gene with protein product,SK469,,AGC,YANK,"",N,Novel,Y,AGC,YANK,"",Q86UX6,Y,TRUE,TRUE,AGC,YANK,N,N,Stk32c,ENSMUSG00000015981
K0498,STK33,HGNC:14568,serine/threonine kinase 33,N,N,N,N,Y,N,N,N,N,STK33 family kinases,3549,Approved,gene with protein product,SK463,STK33,CAMK,CAMK-Unique,"",N,Known - Literature,Y,CAMK,STK33,"",Q9BYT3,Y,TRUE,FALSE,CAMK,CAMK-Unique,N,N,Stk33,ENSMUSG00000031027
K0499,STK38,HGNC:17847,serine/threonine kinase 38,N,N,N,N,Y,N,N,N,N,Serine/threonine kinase 38 family,3493,Approved,gene with protein product,SK249,,AGC,NDR,"",N,Known - Literature,Y,AGC,NDR,"",Q15208,Y,TRUE,TRUE,AGC,NDR,N,N,Stk38,ENSMUSG00000024006
K0500,STK38L,HGNC:17848,serine/threonine kinase 38 like,N,N,N,N,Y,N,N,N,N,Serine/threonine kinase 38 family,3493,Approved,gene with protein product,SK500,,AGC,NDR,"",N,Novel,Y,AGC,NDR,"",Q9Y2H1,Y,TRUE,TRUE,AGC,NDR,N,N,Stk38l,ENSMUSG00000001630
K0501,STK40,HGNC:21373,serine/threonine kinase 40,N,N,N,Y,Y,N,N,N,N,Tribbles pseudokinase family,3417,Approved,gene with protein product,SK492,,CAMK,CAMK-Unique,"",N,Novel,Y,CAMK,SgK495,"",Q8N2I9,Y,TRUE,FALSE,CAMK,CAMK-Unique,N,N,Stk40,ENSMUSG00000042608
