ensembl_gene_id,external_gene_name,description,hgnc_symbol,hgnc_id,go_id
ENSG00000182511,FES,"FES proto-oncogene, tyrosine kinase",FES,3657,GO:0000166;GO:0001578;GO:0004672;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0005829;GO:0005856;GO:0005886;GO:0005925;GO:0006468;GO:0006935;GO:0007098;GO:0007155;GO:0008017;GO:0008289;GO:0008360;GO:0009898;GO:0010976;GO:0015630;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0030155;GO:0031116;GO:0031410;GO:0032273;GO:0034987;GO:0035091;GO:0042127;GO:0043304;GO:0045595;GO:0045639;GO:0045657;GO:0046777;GO:0051450;GO:0051495;GO:0060038;GO:0060627;GO:0070161;GO:0071305;GO:0120035;GO:1902905;GO:2000145
ENSG00000077782,FGFR1,fibroblast growth factor receptor 1,FGFR1,3688,GO:0000122;GO:0000165;GO:0000166;GO:0001501;GO:0001525;GO:0001657;GO:0001701;GO:0001759;GO:0001764;GO:0001837;GO:0002053;GO:0002062;GO:0004672;GO:0004713;GO:0004714;GO:0005007;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007420;GO:0007435;GO:0007605;GO:0008201;GO:0008283;GO:0008284;GO:0008543;GO:0010463;GO:0010467;GO:0010468;GO:0010518;GO:0010604;GO:0010629;GO:0010647;GO:0010966;GO:0010976;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0017134;GO:0018108;GO:0021769;GO:0021847;GO:0023056;GO:0030031;GO:0030324;GO:0030326;GO:0030901;GO:0031175;GO:0031410;GO:0035607;GO:0042169;GO:0042472;GO:0042473;GO:0042474;GO:0042802;GO:0042803;GO:0043009;GO:0043235;GO:0043406;GO:0043410;GO:0043536;GO:0043583;GO:0044344;GO:0045595;GO:0045597;GO:0045666;GO:0045787;GO:0046777;GO:0048015;GO:0048339;GO:0048378;GO:0048469;GO:0048514;GO:0048699;GO:0048705;GO:0048762;GO:0048863;GO:0050678;GO:0051174;GO:0051897;GO:0055074;GO:0060038;GO:0060045;GO:0060117;GO:0060445;GO:0060484;GO:0060665;GO:0070640;GO:0071344;GO:0071529;GO:0072089;GO:0080090;GO:0090080;GO:0090272;GO:0090722;GO:0098794;GO:0098978;GO:0099151;GO:1903465;GO:1904383;GO:1905564;GO:2000648;GO:2000830;GO:2001028;GO:2001239
ENSG00000066468,FGFR2,fibroblast growth factor receptor 2,FGFR2,3689,GO:0000122;GO:0000166;GO:0001525;GO:0001657;GO:0001701;GO:0001837;GO:0002053;GO:0003148;GO:0003149;GO:0003416;GO:0004672;GO:0004713;GO:0004714;GO:0005007;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005794;GO:0005886;GO:0005938;GO:0006468;GO:0006915;GO:0007267;GO:0007409;GO:0008201;GO:0008284;GO:0008543;GO:0008589;GO:0009791;GO:0009880;GO:0009887;GO:0009986;GO:0010518;GO:0010647;GO:0010839;GO:0016020;GO:0016301;GO:0016331;GO:0016740;GO:0017134;GO:0018108;GO:0021769;GO:0021847;GO:0021860;GO:0022612;GO:0023056;GO:0030177;GO:0030282;GO:0030324;GO:0030855;GO:0030901;GO:0030916;GO:0031069;GO:0031410;GO:0032496;GO:0032808;GO:0033688;GO:0035265;GO:0035602;GO:0035603;GO:0035604;GO:0035607;GO:0042472;GO:0042476;GO:0042802;GO:0042803;GO:0043009;GO:0043235;GO:0043410;GO:0044344;GO:0045165;GO:0045471;GO:0045595;GO:0045667;GO:0045787;GO:0045944;GO:0046777;GO:0048286;GO:0048333;GO:0048557;GO:0048562;GO:0048565;GO:0048568;GO:0048608;GO:0048701;GO:0048705;GO:0048730;GO:0048755;GO:0048762;GO:0050679;GO:0050680;GO:0051150;GO:0051781;GO:0055010;GO:0060045;GO:0060076;GO:0060174;GO:0060348;GO:0060349;GO:0060442;GO:0060445;GO:0060449;GO:0060463;GO:0060484;GO:0060501;GO:0060512;GO:0060523;GO:0060527;GO:0060529;GO:0060595;GO:0060601;GO:0060615;GO:0060664;GO:0060667;GO:0060670;GO:0060688;GO:0060915;GO:0060916;GO:0070372;GO:0070374;GO:0071300;GO:0071456;GO:0071560;GO:0090263;GO:1904707;GO:1904888
ENSG00000068078,FGFR3,fibroblast growth factor receptor 3,FGFR3,3690,GO:0000165;GO:0000166;GO:0001501;GO:0001503;GO:0001958;GO:0002062;GO:0003416;GO:0004672;GO:0004713;GO:0004714;GO:0005007;GO:0005515;GO:0005524;GO:0005576;GO:0005783;GO:0005794;GO:0005886;GO:0005925;GO:0006468;GO:0006915;GO:0007259;GO:0007267;GO:0008283;GO:0008284;GO:0008543;GO:0009986;GO:0010518;GO:0010647;GO:0016020;GO:0016301;GO:0016740;GO:0017134;GO:0023056;GO:0030133;GO:0030282;GO:0031410;GO:0035988;GO:0042531;GO:0042802;GO:0043235;GO:0043410;GO:0048640;GO:0048705;GO:0051216;GO:0051897;GO:0060349;GO:0070374;GO:0070977;GO:1902178
ENSG00000160867,FGFR4,fibroblast growth factor receptor 4,FGFR4,3691,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005007;GO:0005515;GO:0005524;GO:0005576;GO:0005768;GO:0005783;GO:0005794;GO:0005886;GO:0005911;GO:0006468;GO:0008201;GO:0008284;GO:0008543;GO:0010468;GO:0010628;GO:0010715;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0017134;GO:0018108;GO:0019216;GO:0030133;GO:0042593;GO:0042632;GO:0043085;GO:0043235;GO:0043410;GO:0045862;GO:0046777;GO:0055062;GO:0070374;GO:0070857;GO:2000573
ENSG00000172456,FGGY,FGGY carbohydrate kinase domain containing,FGGY,25610,GO:0005737;GO:0005975;GO:0016301;GO:0016740;GO:0016773;GO:0019150;GO:0019321;GO:0046835;GO:0070050
ENSG00000000938,FGR,"FGR proto-oncogene, Src family tyrosine kinase",FGR,3697,GO:0000166;GO:0001784;GO:0001819;GO:0002376;GO:0002768;GO:0002862;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005576;GO:0005737;GO:0005739;GO:0005743;GO:0005758;GO:0005829;GO:0005856;GO:0005886;GO:0006468;GO:0007169;GO:0007229;GO:0008360;GO:0009615;GO:0015629;GO:0016020;GO:0016235;GO:0016301;GO:0016740;GO:0018108;GO:0019901;GO:0030154;GO:0030282;GO:0030335;GO:0032587;GO:0032815;GO:0034774;GO:0034987;GO:0034988;GO:0038096;GO:0042995;GO:0043306;GO:0045087;GO:0045088;GO:0045859;GO:0046777;GO:0048705;GO:0050764;GO:0050830;GO:0051897;GO:0070062
ENSG00000102755,FLT1,fms related receptor tyrosine kinase 1,FLT1,3763,GO:0000166;GO:0001525;GO:0002040;GO:0002548;GO:0004672;GO:0004713;GO:0004714;GO:0005021;GO:0005515;GO:0005524;GO:0005576;GO:0005615;GO:0005737;GO:0005768;GO:0005829;GO:0005886;GO:0005925;GO:0006468;GO:0006935;GO:0007169;GO:0008284;GO:0015629;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0018108;GO:0019838;GO:0030154;GO:0030335;GO:0035924;GO:0036323;GO:0036332;GO:0038084;GO:0042127;GO:0043235;GO:0043406;GO:0043410;GO:0045766;GO:0046777;GO:0046872;GO:0048010;GO:0048514;GO:0048598;GO:0051094;GO:0051897;GO:1905563;GO:1990384
ENSG00000122025,FLT3,fms related receptor tyrosine kinase 3,FLT3,3765,GO:0000166;GO:0001776;GO:0002318;GO:0002328;GO:0004672;GO:0004713;GO:0004714;GO:0004888;GO:0004896;GO:0005021;GO:0005515;GO:0005524;GO:0005783;GO:0005788;GO:0005886;GO:0006468;GO:0007166;GO:0007169;GO:0008284;GO:0010008;GO:0010604;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0018108;GO:0019221;GO:0019838;GO:0030097;GO:0030183;GO:0032991;GO:0035259;GO:0035726;GO:0038084;GO:0042531;GO:0042981;GO:0043235;GO:0043406;GO:0043410;GO:0044877;GO:0046651;GO:0046777;GO:0051897;GO:0071345;GO:0071385;GO:0097028;GO:0097421;GO:0141038
ENSG00000037280,FLT4,fms related receptor tyrosine kinase 4,FLT4,3767,GO:0000166;GO:0001525;GO:0001934;GO:0001938;GO:0001944;GO:0001945;GO:0001946;GO:0002040;GO:0003016;GO:0004672;GO:0004713;GO:0004714;GO:0005021;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005737;GO:0005886;GO:0006468;GO:0007169;GO:0007585;GO:0008284;GO:0010575;GO:0010595;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0018108;GO:0019838;GO:0019903;GO:0030335;GO:0035924;GO:0038084;GO:0042803;GO:0043066;GO:0043235;GO:0043410;GO:0046330;GO:0046777;GO:0046872;GO:0048010;GO:0048286;GO:0048514;GO:0060312;GO:0070374
ENSG00000167363,FN3K,fructosamine 3 kinase,FN3K,24822,GO:0000166;GO:0005524;GO:0005739;GO:0005829;GO:0016301;GO:0016740;GO:0030389;GO:0030393;GO:0030855;GO:0036525;GO:0043687;GO:0102193;GO:0102194
ENSG00000141560,FN3KRP,fructosamine 3 kinase related protein,FN3KRP,25700,GO:0000166;GO:0005524;GO:0005737;GO:0005829;GO:0016301;GO:0016740;GO:0043687;GO:0102193
ENSG00000259030,FPGT-TNNI3K,FPGT-TNNI3K readthrough,FPGT-TNNI3K,42952,GO:0000166;GO:0002027;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0006468;GO:0016301;GO:0016740;GO:0046872;GO:1903779
ENSG00000111816,FRK,fyn related Src family tyrosine kinase,FRK,3955,GO:0000122;GO:0000166;GO:0002221;GO:0002753;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005576;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0016301;GO:0016740;GO:0030154;GO:0035578;GO:0035580;GO:0039537;GO:0045824;GO:0070062
ENSG00000010810,FYN,"FYN proto-oncogene, Src family tyrosine kinase",FYN,4037,GO:0000166;GO:0000304;GO:0001664;GO:0001764;GO:0002223;GO:0002250;GO:0002376;GO:0002862;GO:0003015;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005768;GO:0005829;GO:0005884;GO:0005886;GO:0006468;GO:0006816;GO:0007166;GO:0007169;GO:0007216;GO:0007411;GO:0007612;GO:0007631;GO:0008360;GO:0009410;GO:0010467;GO:0010629;GO:0010730;GO:0010976;GO:0014069;GO:0015631;GO:0016004;GO:0016020;GO:0016301;GO:0016525;GO:0016567;GO:0016740;GO:0018108;GO:0019899;GO:0021819;GO:0030101;GO:0030154;GO:0030163;GO:0030425;GO:0030900;GO:0031175;GO:0031295;GO:0031397;GO:0031802;GO:0035556;GO:0036120;GO:0038026;GO:0038096;GO:0042177;GO:0042220;GO:0042608;GO:0042609;GO:0042610;GO:0042802;GO:0043014;GO:0043161;GO:0043204;GO:0043274;GO:0043524;GO:0043548;GO:0044297;GO:0044325;GO:0044877;GO:0045121;GO:0045471;GO:0046872;GO:0046875;GO:0048010;GO:0048013;GO:0048156;GO:0048471;GO:0048813;GO:0050321;GO:0050798;GO:0050804;GO:0050852;GO:0050900;GO:0050966;GO:0051428;GO:0051897;GO:0070301;GO:0070851;GO:0071363;GO:0071375;GO:0071560;GO:0071944;GO:0090314;GO:0097038;GO:0097062;GO:0097110;GO:0097386;GO:0097718;GO:0098685;GO:0098978;GO:0099092;GO:1900182;GO:1900449;GO:1902176;GO:1902951;GO:1904645;GO:1904646;GO:1905232;GO:1905430;GO:1905477;GO:1905664;GO:2001222;GO:2001240
ENSG00000131482,G6PC1,glucose-6-phosphatase catalytic subunit 1,G6PC1,4056,GO:0004346;GO:0005515;GO:0005783;GO:0005789;GO:0005977;GO:0005980;GO:0006094;GO:0006641;GO:0008202;GO:0009743;GO:0010468;GO:0015760;GO:0016020;GO:0016773;GO:0016787;GO:0031667;GO:0032094;GO:0032868;GO:0032869;GO:0035264;GO:0042301;GO:0042593;GO:0042632;GO:0046415;GO:0048878;GO:0051156;GO:0055088;GO:0061771;GO:1904638
ENSG00000178950,GAK,cyclin G associated kinase,GAK,4113,GO:0000166;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005737;GO:0005794;GO:0005829;GO:0005925;GO:0006457;GO:0006468;GO:0006898;GO:0007029;GO:0007030;GO:0010977;GO:0016020;GO:0016191;GO:0016301;GO:0016740;GO:0030136;GO:0030276;GO:0030332;GO:0031410;GO:0031982;GO:0034067;GO:0044183;GO:0046907;GO:0048268;GO:0048471;GO:0070161;GO:0072318;GO:0072583;GO:0072659;GO:0090160;GO:0098793;GO:0106310;GO:1905443
ENSG00000108479,GALK1,galactokinase 1,GALK1,4118,GO:0000166;GO:0004335;GO:0005515;GO:0005524;GO:0005534;GO:0005737;GO:0005829;GO:0006012;GO:0016020;GO:0016301;GO:0016740;GO:0016773;GO:0019402;GO:0033499;GO:0046835;GO:0061623;GO:0070062
ENSG00000156958,GALK2,galactokinase 2,GALK2,4119,GO:0000166;GO:0004335;GO:0005524;GO:0005737;GO:0005829;GO:0005975;GO:0006012;GO:0016301;GO:0016740;GO:0016773;GO:0033858;GO:0046835
ENSG00000106633,GCK,glucokinase,GCK,4195,GO:0000166;GO:0001678;GO:0003824;GO:0004340;GO:0004396;GO:0005515;GO:0005524;GO:0005536;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0005975;GO:0006006;GO:0006007;GO:0006096;GO:0006110;GO:0006163;GO:0006739;GO:0008865;GO:0009749;GO:0016301;GO:0016740;GO:0016773;GO:0019158;GO:0019318;GO:0019637;GO:0032024;GO:0032869;GO:0042593;GO:0043266;GO:0044320;GO:0045721;GO:0045725;GO:0046496;GO:0046835;GO:0050796;GO:0051156;GO:0061621;GO:0070509;GO:0141089;GO:1901135
ENSG00000084734,GCKR,glucokinase regulator,GCKR,4196,GO:0001678;GO:0004857;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005829;GO:0006606;GO:0009749;GO:0009750;GO:0016301;GO:0019210;GO:0019899;GO:0019900;GO:0019904;GO:0030246;GO:0034504;GO:0097367;GO:0141089;GO:1901135
ENSG00000139436,GIT2,GIT ArfGAP 2,GIT2,4273,GO:0005096;GO:0005515;GO:0005654;GO:0005925;GO:0007420;GO:0008270;GO:0008277;GO:0016301;GO:0031267;GO:0032012;GO:0036465;GO:0045202;GO:0046872;GO:0098793
ENSG00000198814,GK,glycerol kinase,GK,4289,GO:0000166;GO:0004370;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005741;GO:0005829;GO:0005975;GO:0006071;GO:0006072;GO:0006641;GO:0016020;GO:0016301;GO:0016740;GO:0016773;GO:0019432;GO:0019563;GO:0046167;GO:0046872;GO:0070062
ENSG00000196475,GK2,glycerol kinase 2,GK2,4291,GO:0000166;GO:0004370;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005741;GO:0005975;GO:0006071;GO:0006072;GO:0006641;GO:0007283;GO:0016020;GO:0016301;GO:0016740;GO:0016773;GO:0019563;GO:0030154;GO:0030317;GO:0046167;GO:0070062;GO:0097225;GO:0097226;GO:0120317
ENSG00000229894,GK3,glycerol kinase 3,GK3,4292,GO:0000166;GO:0004370;GO:0005524;GO:0005737;GO:0005739;GO:0005741;GO:0005975;GO:0006071;GO:0006072;GO:0006641;GO:0016020;GO:0016301;GO:0016740;GO:0016773;GO:0019563;GO:0046167
ENSG00000175066,GK5,glycerol kinase 5,GK5,28635,GO:0000166;GO:0004370;GO:0005524;GO:0005737;GO:0005739;GO:0005975;GO:0006071;GO:0006641;GO:0016301;GO:0016740;GO:0016773;GO:0019563;GO:0046167
ENSG00000165113,GKAP1,G kinase anchoring protein 1,GKAP1,17496,GO:0005794;GO:0007165;GO:0016301
ENSG00000168237,GLYCTK,glycerate kinase,GLYCTK,24247,GO:0000166;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005794;GO:0005829;GO:0006468;GO:0008887;GO:0016301;GO:0016740;GO:0061624
ENSG00000159921,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,GNE,23657,GO:0000166;GO:0003824;GO:0004553;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0006045;GO:0006047;GO:0006054;GO:0006055;GO:0008761;GO:0009384;GO:0016301;GO:0016740;GO:0016787;GO:0046380;GO:0046835;GO:0046872;GO:0070085
ENSG00000288263,GRK1,G protein-coupled receptor kinase 1,GRK1,10013,GO:0000166;GO:0001750;GO:0004672;GO:0004674;GO:0004703;GO:0005524;GO:0005737;GO:0006468;GO:0007165;GO:0007601;GO:0008277;GO:0009416;GO:0009966;GO:0016020;GO:0016056;GO:0016301;GO:0016740;GO:0022400;GO:0042995;GO:0046777;GO:0050254;GO:0097381
ENSG00000185974,GRK1,G protein-coupled receptor kinase 1,GRK1,10013,GO:0000166;GO:0001750;GO:0004672;GO:0004674;GO:0004703;GO:0005524;GO:0005737;GO:0006468;GO:0007165;GO:0007601;GO:0008277;GO:0009416;GO:0009966;GO:0016020;GO:0016056;GO:0016301;GO:0016740;GO:0022400;GO:0042995;GO:0046777;GO:0050254;GO:0097381
ENSG00000281988,GRK1,G protein-coupled receptor kinase 1,GRK1,10013,GO:0000166;GO:0004672;GO:0004674;GO:0004703;GO:0005524;GO:0006468;GO:0007165;GO:0016301;GO:0016740
ENSG00000173020,GRK2,G protein-coupled receptor kinase 2,GRK2,289,GO:0000166;GO:0001664;GO:0002026;GO:0002029;GO:0003108;GO:0004672;GO:0004674;GO:0004703;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0005929;GO:0006468;GO:0007165;GO:0007186;GO:0007213;GO:0007217;GO:0007507;GO:0016020;GO:0016301;GO:0016740;GO:0019079;GO:0031623;GO:0031694;GO:0031755;GO:0032473;GO:0033605;GO:0042995;GO:0045202;GO:0045988;GO:0046718;GO:0047696;GO:0060048;GO:0098793;GO:0098794;GO:1901081
ENSG00000100077,GRK3,G protein-coupled receptor kinase 3,GRK3,290,GO:0000166;GO:0001664;GO:0002029;GO:0004672;GO:0004674;GO:0004703;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0007165;GO:0007186;GO:0016301;GO:0016740;GO:0031623;GO:0042995;GO:0045202;GO:0047696;GO:0098793;GO:0098794
ENSG00000125388,GRK4,G protein-coupled receptor kinase 4,GRK4,4543,GO:0000166;GO:0004672;GO:0004674;GO:0004703;GO:0005515;GO:0005524;GO:0005737;GO:0005829;GO:0005886;GO:0005938;GO:0006468;GO:0007165;GO:0008277;GO:0009966;GO:0016301;GO:0016740;GO:0022400;GO:0031623;GO:0050254;GO:0097381
ENSG00000198873,GRK5,G protein-coupled receptor kinase 5,GRK5,4544,GO:0000166;GO:0004672;GO:0004674;GO:0004703;GO:0005080;GO:0005515;GO:0005524;GO:0005543;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006468;GO:0006915;GO:0007165;GO:0007186;GO:0007188;GO:0007217;GO:0008277;GO:0008284;GO:0008289;GO:0009966;GO:0016020;GO:0016055;GO:0016301;GO:0016607;GO:0016740;GO:0031965;GO:0043066;GO:0045444;GO:0046777;GO:0047696;GO:0051726
ENSG00000198055,GRK6,G protein-coupled receptor kinase 6,GRK6,4545,GO:0000166;GO:0004672;GO:0004674;GO:0004703;GO:0005515;GO:0005524;GO:0005737;GO:0005886;GO:0006468;GO:0007165;GO:0007186;GO:0008277;GO:0009966;GO:0016020;GO:0016055;GO:0016301;GO:0016740;GO:0047696
ENSG00000114124,GRK7,G protein-coupled receptor kinase 7,GRK7,17031,GO:0000166;GO:0004672;GO:0004674;GO:0004703;GO:0005515;GO:0005524;GO:0005737;GO:0006468;GO:0007165;GO:0007601;GO:0008277;GO:0009966;GO:0016020;GO:0016301;GO:0016740;GO:0022400;GO:0046777;GO:0050254;GO:0097381
ENSG00000105723,GSK3A,glycogen synthase kinase 3 alpha,GSK3A,4616,GO:0000166;GO:0003073;GO:0003214;GO:0004672;GO:0004674;GO:0005102;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0005829;GO:0005977;GO:0006468;GO:0007399;GO:0008286;GO:0009968;GO:0010508;GO:0010628;GO:0010905;GO:0010975;GO:0016055;GO:0016301;GO:0016477;GO:0016740;GO:0019082;GO:0030154;GO:0030424;GO:0030877;GO:0031398;GO:0031663;GO:0032007;GO:0032436;GO:0032869;GO:0034236;GO:0036016;GO:0043025;GO:0043161;GO:0043525;GO:0045719;GO:0045732;GO:0045823;GO:0045944;GO:0046325;GO:0046627;GO:0048156;GO:0050321;GO:0060079;GO:0061052;GO:0070507;GO:0071285;GO:0071385;GO:0071879;GO:0090090;GO:0097191;GO:0097192;GO:0097440;GO:0098794;GO:0106071;GO:0106310;GO:0141068;GO:0160213;GO:1900026;GO:1901030;GO:1901524;GO:1901701;GO:1902004;GO:1903955;GO:1904951;GO:1990635;GO:2000077;GO:2000466
ENSG00000082701,GSK3B,glycogen synthase kinase 3 beta,GSK3B,4617,GO:0000082;GO:0000166;GO:0001837;GO:0001954;GO:0002020;GO:0002039;GO:0002183;GO:0003170;GO:0004672;GO:0004674;GO:0004707;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005739;GO:0005769;GO:0005770;GO:0005794;GO:0005813;GO:0005829;GO:0005886;GO:0005901;GO:0005925;GO:0005977;GO:0006468;GO:0006983;GO:0007005;GO:0007173;GO:0007346;GO:0007399;GO:0007623;GO:0008013;GO:0008286;GO:0009968;GO:0010508;GO:0010628;GO:0010629;GO:0010719;GO:0010759;GO:0010975;GO:0016020;GO:0016055;GO:0016301;GO:0016740;GO:0018105;GO:0019082;GO:0019901;GO:0019902;GO:0021766;GO:0030010;GO:0030011;GO:0030154;GO:0030335;GO:0030336;GO:0030424;GO:0030425;GO:0030516;GO:0030877;GO:0031146;GO:0031175;GO:0031333;GO:0031334;GO:0031398;GO:0031625;GO:0032007;GO:0032092;GO:0032206;GO:0032435;GO:0032436;GO:0032872;GO:0032886;GO:0034198;GO:0034236;GO:0034452;GO:0034976;GO:0035556;GO:0036016;GO:0038203;GO:0042752;GO:0043066;GO:0043161;GO:0043491;GO:0043525;GO:0045597;GO:0045668;GO:0045719;GO:0045724;GO:0045727;GO:0045732;GO:0045944;GO:0046777;GO:0046825;GO:0046827;GO:0048156;GO:0048511;GO:0048814;GO:0050321;GO:0050770;GO:0051059;GO:0051093;GO:0051403;GO:0051493;GO:0051897;GO:0060070;GO:0060079;GO:0061629;GO:0070507;GO:0070849;GO:0070885;GO:0071109;GO:0071300;GO:0072584;GO:0090090;GO:0090170;GO:0097110;GO:0097191;GO:0097192;GO:0098793;GO:0098794;GO:0098978;GO:0099171;GO:0106027;GO:0106310;GO:0120041;GO:0140694;GO:0150101;GO:0160213;GO:1900034;GO:1900181;GO:1900271;GO:1901030;GO:1901701;GO:1902042;GO:1903566;GO:1903940;GO:1904339;GO:1904646;GO:1904781;GO:1904951;GO:1990909;GO:2000059;GO:2000077;GO:2000466;GO:2000641;GO:2000740
ENSG00000070019,GUCY2C,guanylate cyclase 2C,GUCY2C,4688,GO:0000166;GO:0001653;GO:0004383;GO:0004672;GO:0005515;GO:0005524;GO:0005525;GO:0005783;GO:0005789;GO:0005886;GO:0006182;GO:0006468;GO:0007168;GO:0009190;GO:0009636;GO:0015643;GO:0016020;GO:0016829;GO:0016849;GO:0035556;GO:0042127
ENSG00000132518,GUCY2D,"guanylate cyclase 2D, retinal",GUCY2D,4689,GO:0000166;GO:0001653;GO:0001750;GO:0004383;GO:0004672;GO:0005515;GO:0005524;GO:0005525;GO:0005640;GO:0005783;GO:0005789;GO:0005886;GO:0006182;GO:0006468;GO:0007168;GO:0007601;GO:0009190;GO:0016020;GO:0016829;GO:0016849;GO:0019934;GO:0022400;GO:0035556;GO:0038023;GO:0042622;GO:0042802;GO:0042803;GO:0042995;GO:0044877;GO:0097381
ENSG00000101890,GUCY2F,"guanylate cyclase 2F, retinal",GUCY2F,4691,GO:0000166;GO:0001653;GO:0004383;GO:0004672;GO:0005524;GO:0005525;GO:0005640;GO:0005886;GO:0006182;GO:0006468;GO:0007168;GO:0007601;GO:0009190;GO:0016020;GO:0016829;GO:0016849;GO:0019934;GO:0022400;GO:0035556;GO:0038023;GO:0042802;GO:0042995;GO:0044877;GO:0050908;GO:0097381;GO:0120200
ENSG00000143774,GUK1,guanylate kinase 1,GUK1,4693,GO:0000166;GO:0001917;GO:0004385;GO:0005515;GO:0005524;GO:0005737;GO:0005739;GO:0005829;GO:0006163;GO:0006185;GO:0006805;GO:0015949;GO:0016301;GO:0016740;GO:0019673;GO:0034436;GO:0046037;GO:0046054;GO:0046060;GO:0046710;GO:0046711
ENSG00000177602,HASPIN,histone H3 associated protein kinase,HASPIN,19682,GO:0000166;GO:0000278;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005737;GO:0005813;GO:0005819;GO:0005856;GO:0006325;GO:0006338;GO:0006468;GO:0007064;GO:0007094;GO:0016301;GO:0016740;GO:0035173;GO:0035556;GO:0051276;GO:0071459;GO:0072354;GO:0106310;GO:1901991
ENSG00000101336,HCK,"HCK proto-oncogene, Src family tyrosine kinase",HCK,4840,GO:0000166;GO:0001784;GO:0002376;GO:0002522;GO:0002758;GO:0002862;GO:0004672;GO:0004713;GO:0004715;GO:0005102;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005764;GO:0005794;GO:0005829;GO:0005856;GO:0005884;GO:0005886;GO:0005901;GO:0005925;GO:0006468;GO:0006887;GO:0006909;GO:0006950;GO:0006954;GO:0007155;GO:0007169;GO:0007229;GO:0007498;GO:0008284;GO:0008289;GO:0008360;GO:0009898;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0019221;GO:0030133;GO:0030154;GO:0030838;GO:0031410;GO:0031663;GO:0032956;GO:0035556;GO:0038096;GO:0042995;GO:0043066;GO:0043299;GO:0045087;GO:0045121;GO:0045728;GO:0046777;GO:0050727;GO:0050764;GO:0050830;GO:0050900;GO:0051090;GO:0060333;GO:0070161;GO:0071396;GO:0071801
ENSG00000185359,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,4897,GO:0005515;GO:0005737;GO:0005764;GO:0005768;GO:0005769;GO:0005829;GO:0006622;GO:0007165;GO:0008270;GO:0008285;GO:0010324;GO:0010628;GO:0010642;GO:0015031;GO:0016020;GO:0016197;GO:0016236;GO:0016301;GO:0016525;GO:0019904;GO:0030948;GO:0031623;GO:0031901;GO:0032456;GO:0032585;GO:0033565;GO:0035091;GO:0036258;GO:0042176;GO:0043130;GO:0043328;GO:0043405;GO:0044389;GO:0046426;GO:0046872;GO:0070062;GO:0072657;GO:0090148;GO:0097013;GO:1903543
ENSG00000163349,HIPK1,homeodomain interacting protein kinase 1,HIPK1,19006,GO:0000166;GO:0001654;GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0006468;GO:0007224;GO:0008283;GO:0008284;GO:0009952;GO:0010803;GO:0010842;GO:0016301;GO:0016605;GO:0016607;GO:0016740;GO:0030182;GO:0034333;GO:0036064;GO:0042771;GO:0045766;GO:0048596;GO:0060059;GO:0060216;GO:0060235;GO:0061072;GO:0072577;GO:0097191;GO:0106310
