ensembl_gene_id,external_gene_name,description,mgi_id,go_id
ENSMUSG00000004815,Dgkq,"diacylglycerol kinase, theta",102918,GO:0000166;GO:0004143;GO:0004697;GO:0005524;GO:0005634;GO:0005730;GO:0005737;GO:0005768;GO:0005829;GO:0005856;GO:0005886;GO:0006111;GO:0006357;GO:0006629;GO:0006654;GO:0007165;GO:0007173;GO:0007186;GO:0007189;GO:0007200;GO:0008270;GO:0010628;GO:0010629;GO:0012506;GO:0016020;GO:0016301;GO:0016363;GO:0016607;GO:0016740;GO:0019900;GO:0030297;GO:0030971;GO:0035556;GO:0043274;GO:0045202;GO:0046339;GO:0046486;GO:0046834;GO:0046872;GO:0047649;GO:0051591;GO:0070493;GO:0090037;GO:0090181;GO:0098793;GO:0098794;GO:0098978;GO:0140297;GO:1900242;GO:1903413;GO:1903432;GO:2000064;GO:2000182
ENSMUSG00000040479,Dgkz,diacylglycerol kinase zeta,1278339,GO:0000166;GO:0004143;GO:0004857;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0006629;GO:0006654;GO:0007165;GO:0007200;GO:0007265;GO:0008270;GO:0016020;GO:0016301;GO:0016607;GO:0016740;GO:0030027;GO:0035556;GO:0042995;GO:0046339;GO:0046486;GO:0046578;GO:0046580;GO:0046834;GO:0046872;GO:0047649;GO:0050860;GO:0098685;GO:0098978;GO:0099562
ENSMUSG00000014554,Dguok,deoxyguanosine kinase,1351602,GO:0000166;GO:0004136;GO:0004138;GO:0005524;GO:0005737;GO:0005739;GO:0005829;GO:0006139;GO:0016301;GO:0016740;GO:0019136;GO:0046070;GO:0046122;GO:0106383;GO:0106384;GO:0106385
ENSMUSG00000030409,Dmpk,dystrophia myotonica-protein kinase,94906,GO:0000166;GO:0002028;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005634;GO:0005640;GO:0005737;GO:0005739;GO:0005741;GO:0005783;GO:0005789;GO:0005829;GO:0005886;GO:0006468;GO:0006874;GO:0006998;GO:0008016;GO:0010657;GO:0010830;GO:0014722;GO:0014853;GO:0016020;GO:0016301;GO:0016529;GO:0016740;GO:0017020;GO:0031965;GO:0033017;GO:0046872;GO:0051823;GO:0106310
ENSMUSG00000075419,Dolk,dolichol kinase,2677836,GO:0004168;GO:0005783;GO:0005789;GO:0006487;GO:0006629;GO:0016020;GO:0016301;GO:0016740;GO:0019348;GO:0035268;GO:0043048;GO:0180047
ENSMUSG00000042046,Dstyk,dual serine/threonine and tyrosine protein kinase,1925064,GO:0000166;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005737;GO:0005886;GO:0006468;GO:0016020;GO:0016301;GO:0016323;GO:0016324;GO:0016740;GO:0033674;GO:0043066;GO:0044344;GO:0045743;GO:0070161;GO:0070374;GO:0106310
ENSMUSG00000026281,Dtymk,deoxythymidylate kinase,108396,GO:0000166;GO:0004550;GO:0004798;GO:0005524;GO:0005634;GO:0005737;GO:0005739;GO:0006227;GO:0006233;GO:0006235;GO:0009165;GO:0016301;GO:0016740;GO:0046105;GO:0071363
ENSMUSG00000031383,Dusp9,dual specificity phosphatase 9,2387107,GO:0004721;GO:0004722;GO:0004725;GO:0005737;GO:0005829;GO:0006470;GO:0007165;GO:0008330;GO:0016301;GO:0016311;GO:0016787;GO:0017017;GO:0033550;GO:0043409;GO:0070373
ENSMUSG00000022897,Dyrk1a,dual-specificity tyrosine phosphorylation regulated kinase 1a,1330299,GO:0000166;GO:0000724;GO:0003713;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0006303;GO:0006338;GO:0006357;GO:0006468;GO:0007623;GO:0008353;GO:0016301;GO:0016607;GO:0016740;GO:0018105;GO:0018108;GO:0030424;GO:0030425;GO:0031115;GO:0031452;GO:0033120;GO:0042802;GO:0043518;GO:0045893;GO:0046777;GO:0048025;GO:0048156;GO:0106310;GO:0140857;GO:1902003;GO:1902996;GO:1990904
ENSMUSG00000002409,Dyrk1b,dual-specificity tyrosine phosphorylation regulated kinase 1b,1330302,GO:0000166;GO:0003713;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005654;GO:0005694;GO:0005730;GO:0006281;GO:0006468;GO:0006974;GO:0007520;GO:0016301;GO:0016740;GO:0045893;GO:0046777;GO:0060612;GO:0106310
ENSMUSG00000028630,Dyrk2,dual-specificity tyrosine phosphorylation regulated kinase 2,1330301,GO:0000151;GO:0000166;GO:0000287;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005829;GO:0005856;GO:0006468;GO:0006915;GO:0006974;GO:0007224;GO:0016301;GO:0016740;GO:0030145;GO:0032991;GO:0042771;GO:0045725;GO:0070885;GO:0106310;GO:1990904
ENSMUSG00000016526,Dyrk3,dual-specificity tyrosine phosphorylation regulated kinase 3,1330300,GO:0000166;GO:0000242;GO:0000287;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005813;GO:0005829;GO:0005856;GO:0006468;GO:0010494;GO:0016301;GO:0016607;GO:0016740;GO:0030218;GO:0035063;GO:0035617;GO:0043066;GO:0043518;GO:0046872;GO:0051301;GO:0080135;GO:0106310;GO:1902751;GO:1903008;GO:1903432
ENSMUSG00000030345,Dyrk4,dual-specificity tyrosine phosphorylation regulated kinase 4,1330292,GO:0000166;GO:0004672;GO:0004674;GO:0004712;GO:0004713;GO:0005524;GO:0005634;GO:0005737;GO:0005856;GO:0006468;GO:0016301;GO:0016740;GO:0046872;GO:0106310
ENSMUSG00000035064,Eef2k,eukaryotic elongation factor-2 kinase,1195261,GO:0000166;GO:0002931;GO:0004674;GO:0004686;GO:0005509;GO:0005515;GO:0005516;GO:0005524;GO:0006414;GO:0006468;GO:0008135;GO:0014069;GO:0016301;GO:0016740;GO:0031037;GO:0031952;GO:0032869;GO:0043066;GO:0043197;GO:0045807;GO:0051246;GO:0051965;GO:0061003;GO:0071277;GO:0071320;GO:0071454;GO:0098978;GO:0140245;GO:1990416;GO:1990637
ENSMUSG00000020122,Egfr,epidermal growth factor receptor,95294,GO:0000139;GO:0000166;GO:0000902;GO:0001892;GO:0001934;GO:0001942;GO:0003682;GO:0004672;GO:0004713;GO:0004714;GO:0004888;GO:0005006;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005768;GO:0005783;GO:0005789;GO:0005794;GO:0005829;GO:0005886;GO:0005929;GO:0006468;GO:0006511;GO:0007165;GO:0007166;GO:0007169;GO:0007173;GO:0007435;GO:0008283;GO:0008284;GO:0008544;GO:0009925;GO:0009986;GO:0010008;GO:0010467;GO:0016020;GO:0016301;GO:0016323;GO:0016567;GO:0016740;GO:0019899;GO:0019900;GO:0019903;GO:0021537;GO:0021795;GO:0030054;GO:0030139;GO:0030182;GO:0030296;GO:0030307;GO:0030335;GO:0031625;GO:0031901;GO:0031965;GO:0032587;GO:0032991;GO:0036064;GO:0038128;GO:0038134;GO:0042059;GO:0042127;GO:0042177;GO:0042327;GO:0042802;GO:0042908;GO:0043066;GO:0043235;GO:0043410;GO:0043491;GO:0045121;GO:0045739;GO:0045740;GO:0045742;GO:0045944;GO:0048146;GO:0048408;GO:0048471;GO:0048546;GO:0050673;GO:0050679;GO:0051015;GO:0051897;GO:0060571;GO:0061029;GO:0070086;GO:0070141;GO:0070374;GO:0071230;GO:0071363;GO:0071392;GO:0090037;GO:0090263;GO:0097489;GO:0097708;GO:0098609;GO:1900087;GO:1902895;GO:1902966;GO:1903078;GO:1905208
ENSMUSG00000029613,Eif2ak1,eukaryotic translation initiation factor 2 alpha kinase 1,1353448,GO:0000166;GO:0000423;GO:0002526;GO:0004672;GO:0004674;GO:0004694;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006413;GO:0006417;GO:0006446;GO:0006468;GO:0006909;GO:0006950;GO:0008285;GO:0016301;GO:0016740;GO:0017148;GO:0020037;GO:0030225;GO:0042803;GO:0046501;GO:0046777;GO:0046984;GO:0046986;GO:0051649;GO:0060586;GO:0070585;GO:0106310;GO:0140467;GO:0140468;GO:1901526;GO:1990641
ENSMUSG00000024079,Eif2ak2,eukaryotic translation initiation factor 2-alpha kinase 2,1353449,GO:0000166;GO:0001819;GO:0002376;GO:0003723;GO:0003725;GO:0004672;GO:0004674;GO:0004694;GO:0004713;GO:0004715;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006412;GO:0006413;GO:0006446;GO:0006468;GO:0009615;GO:0016301;GO:0016740;GO:0017148;GO:0030968;GO:0032722;GO:0032874;GO:0033689;GO:0034198;GO:0035455;GO:0042802;GO:0043066;GO:0043410;GO:0045071;GO:0045087;GO:0046777;GO:0048471;GO:0051092;GO:0051607;GO:0106310;GO:0140374;GO:1900225;GO:1901224;GO:1901532;GO:1902033;GO:1902036
ENSMUSG00000031668,Eif2ak3,eukaryotic translation initiation factor 2 alpha kinase 3,1341830,GO:0000166;GO:0001503;GO:0001525;GO:0004672;GO:0004674;GO:0004694;GO:0004713;GO:0005515;GO:0005524;GO:0005783;GO:0005789;GO:0006413;GO:0006417;GO:0006468;GO:0006979;GO:0006983;GO:0006986;GO:0010575;GO:0010628;GO:0016020;GO:0016301;GO:0016740;GO:0019899;GO:0019903;GO:0030968;GO:0031018;GO:0032055;GO:0034198;GO:0034976;GO:0036499;GO:0042149;GO:0042802;GO:0043161;GO:0044233;GO:0045943;GO:0048471;GO:0051787;GO:0051879;GO:0070417;GO:0097250;GO:1902235;GO:1990737
ENSMUSG00000005102,Eif2ak4,eukaryotic translation initiation factor 2 alpha kinase 4,1353427,GO:0000049;GO:0000077;GO:0000166;GO:0002230;GO:0002250;GO:0002286;GO:0002376;GO:0002821;GO:0003723;GO:0004672;GO:0004674;GO:0004694;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0006413;GO:0006417;GO:0006446;GO:0006468;GO:0007165;GO:0007399;GO:0007612;GO:0007616;GO:0009267;GO:0010628;GO:0010998;GO:0016301;GO:0016740;GO:0017148;GO:0019081;GO:0022626;GO:0030154;GO:0030968;GO:0032057;GO:0032792;GO:0034198;GO:0034644;GO:0034976;GO:0043558;GO:0044828;GO:0045665;GO:0045947;GO:0046777;GO:0051607;GO:0051726;GO:0060259;GO:0070417;GO:0071074;GO:0071264;GO:0106310;GO:0140469;GO:1900273;GO:1990138;GO:1990611
ENSMUSG00000029859,Epha1,Eph receptor A1,107381,GO:0000166;GO:0001525;GO:0001954;GO:0001968;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005005;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007155;GO:0007169;GO:0016020;GO:0016301;GO:0016740;GO:0019901;GO:0030335;GO:0030336;GO:0034446;GO:0043235;GO:0045766;GO:0048013;GO:0051496
ENSMUSG00000028876,Epha10,Eph receptor A10,3586824,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005005;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007169;GO:0007411;GO:0016020;GO:0016301;GO:0016740;GO:0030425;GO:0048013
ENSMUSG00000006445,Epha2,Eph receptor A2,95278,GO:0000166;GO:0001501;GO:0001525;GO:0001568;GO:0001570;GO:0001649;GO:0001818;GO:0002043;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005515;GO:0005524;GO:0005886;GO:0005925;GO:0006468;GO:0006915;GO:0006950;GO:0006954;GO:0007155;GO:0007169;GO:0008630;GO:0009986;GO:0010591;GO:0014028;GO:0016020;GO:0016301;GO:0016477;GO:0016525;GO:0016740;GO:0019838;GO:0021915;GO:0021953;GO:0030027;GO:0030154;GO:0030216;GO:0030316;GO:0030334;GO:0030335;GO:0030855;GO:0031256;GO:0031258;GO:0032587;GO:0032682;GO:0033598;GO:0033628;GO:0036342;GO:0042995;GO:0043235;GO:0043535;GO:0045765;GO:0046058;GO:0046849;GO:0048013;GO:0048320;GO:0048513;GO:0048514;GO:0048570;GO:0048870;GO:0050793;GO:0050830;GO:0060035;GO:0060326;GO:0060444;GO:0070160;GO:0070161;GO:0070309;GO:0070372;GO:0070848;GO:0072659;GO:0090630;GO:1901491;GO:1903078;GO:1903348;GO:1904238
ENSMUSG00000052504,Epha3,Eph receptor A3,99612,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005004;GO:0005515;GO:0005524;GO:0005654;GO:0005769;GO:0005829;GO:0005886;GO:0006468;GO:0007169;GO:0010976;GO:0015629;GO:0016020;GO:0016301;GO:0016740;GO:0031965;GO:0032956;GO:0045806;GO:0048013;GO:0050793;GO:0050808;GO:0051893;GO:0070507;GO:0071300;GO:0097155;GO:0097156;GO:1903078
ENSMUSG00000026235,Epha4,Eph receptor A4,98277,GO:0000166;GO:0000290;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005004;GO:0005005;GO:0005515;GO:0005524;GO:0005737;GO:0005741;GO:0005768;GO:0005769;GO:0005886;GO:0005912;GO:0006468;GO:0007155;GO:0007162;GO:0007169;GO:0007399;GO:0007411;GO:0007628;GO:0008045;GO:0008284;GO:0008347;GO:0009986;GO:0010719;GO:0010977;GO:0014069;GO:0016020;GO:0016301;GO:0016740;GO:0017148;GO:0021952;GO:0021957;GO:0030175;GO:0030335;GO:0030336;GO:0030424;GO:0030425;GO:0031594;GO:0031901;GO:0034332;GO:0042731;GO:0042734;GO:0042802;GO:0042995;GO:0043087;GO:0043197;GO:0043198;GO:0043204;GO:0043524;GO:0043679;GO:0044295;GO:0044297;GO:0045202;GO:0045211;GO:0045785;GO:0045947;GO:0046330;GO:0046875;GO:0048013;GO:0048681;GO:0048710;GO:0050770;GO:0050775;GO:0050793;GO:0050808;GO:0050821;GO:0060384;GO:0061001;GO:0070161;GO:0070373;GO:0072178;GO:0090102;GO:0097155;GO:0097156;GO:0097161;GO:0097485;GO:0098685;GO:0098839;GO:0098883;GO:0098978;GO:0106030;GO:0140694;GO:1900038;GO:1900272;GO:1901701;GO:1902004;GO:1902533;GO:1902993;GO:1903051;GO:1904646;GO:1905244;GO:1905806;GO:1990782
ENSMUSG00000029245,Epha5,Eph receptor A5,99654,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005004;GO:0005515;GO:0005524;GO:0005886;GO:0005912;GO:0006468;GO:0007162;GO:0007169;GO:0007399;GO:0007411;GO:0007417;GO:0016020;GO:0016301;GO:0016740;GO:0021766;GO:0021952;GO:0030424;GO:0030425;GO:0032793;GO:0032956;GO:0042995;GO:0043087;GO:0043235;GO:0048013;GO:0050793;GO:0050808;GO:0061178;GO:0061564;GO:0071372;GO:0071944;GO:0097155;GO:0097156;GO:1901701;GO:1904322
ENSMUSG00000055540,Epha6,Eph receptor A6,108034,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005004;GO:0005515;GO:0005524;GO:0006468;GO:0007169;GO:0007411;GO:0007417;GO:0016020;GO:0016301;GO:0016740;GO:0048013;GO:0050793
ENSMUSG00000028289,Epha7,Eph receptor A7,95276,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005004;GO:0005005;GO:0005102;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0006915;GO:0007169;GO:0007399;GO:0007411;GO:0007417;GO:0007420;GO:0008046;GO:0016020;GO:0016301;GO:0016310;GO:0016740;GO:0019838;GO:0022407;GO:0030425;GO:0031290;GO:0031594;GO:0031952;GO:0043025;GO:0043065;GO:0043525;GO:0045211;GO:0045499;GO:0046875;GO:0048013;GO:0048671;GO:0048755;GO:0050730;GO:0050793;GO:0050804;GO:0050919;GO:0051402;GO:0051898;GO:0051964;GO:0070372;GO:0072178;GO:0098685;GO:0098686;GO:0098839;GO:0098978;GO:0099175;GO:0099634
ENSMUSG00000028661,Epha8,Eph receptor A8,109378,GO:0000166;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005004;GO:0005005;GO:0005515;GO:0005524;GO:0005768;GO:0005886;GO:0006468;GO:0006929;GO:0007155;GO:0007169;GO:0007399;GO:0007411;GO:0016020;GO:0016301;GO:0016322;GO:0016740;GO:0019838;GO:0030155;GO:0030425;GO:0031175;GO:0031901;GO:0033628;GO:0042995;GO:0043005;GO:0043410;GO:0046777;GO:0048013;GO:0051897;GO:0071372
ENSMUSG00000032537,Ephb1,Eph receptor B1,1096337,GO:0000166;GO:0001525;GO:0001771;GO:0001775;GO:0004672;GO:0004713;GO:0004714;GO:0004888;GO:0005003;GO:0005005;GO:0005515;GO:0005524;GO:0005737;GO:0005768;GO:0005783;GO:0005829;GO:0005886;GO:0006468;GO:0007155;GO:0007169;GO:0007399;GO:0007411;GO:0008046;GO:0014719;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0021545;GO:0021631;GO:0021934;GO:0021952;GO:0022008;GO:0030010;GO:0030424;GO:0030425;GO:0031290;GO:0031589;GO:0031901;GO:0032433;GO:0042995;GO:0044877;GO:0045121;GO:0046328;GO:0046777;GO:0048013;GO:0048593;GO:0050793;GO:0050804;GO:0050808;GO:0050965;GO:0051965;GO:0060326;GO:0060996;GO:0060997;GO:0061351;GO:0070372;GO:0098978;GO:1902723;GO:1902725
ENSMUSG00000028664,Ephb2,Eph receptor B2,99611,GO:0000166;GO:0000902;GO:0001525;GO:0001540;GO:0001655;GO:0002639;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005005;GO:0005102;GO:0005515;GO:0005524;GO:0005654;GO:0005886;GO:0006468;GO:0007162;GO:0007169;GO:0007399;GO:0007409;GO:0007411;GO:0007413;GO:0007417;GO:0007611;GO:0007612;GO:0008046;GO:0009887;GO:0009986;GO:0016020;GO:0016301;GO:0016310;GO:0016740;GO:0018108;GO:0021631;GO:0021934;GO:0021952;GO:0022038;GO:0030193;GO:0030335;GO:0030424;GO:0030425;GO:0030890;GO:0031290;GO:0031915;GO:0032760;GO:0038023;GO:0042113;GO:0042472;GO:0042734;GO:0042802;GO:0042995;GO:0043025;GO:0043197;GO:0044877;GO:0045202;GO:0045211;GO:0046425;GO:0046580;GO:0048013;GO:0048168;GO:0048170;GO:0048593;GO:0050770;GO:0050771;GO:0050793;GO:0050878;GO:0051240;GO:0051489;GO:0051963;GO:0051965;GO:0060021;GO:0060996;GO:0060997;GO:0061003;GO:0070373;GO:0071222;GO:0071679;GO:0097104;GO:0098686;GO:0098794;GO:0098978;GO:0106028;GO:0110077;GO:0120192;GO:1900016;GO:1900273;GO:1900450;GO:1900451;GO:1904646;GO:1990535;GO:2000010;GO:2000316;GO:2000785;GO:2000822
ENSMUSG00000005958,Ephb3,Eph receptor B3,104770,GO:0000166;GO:0001525;GO:0001655;GO:0004672;GO:0004713;GO:0004714;GO:0004888;GO:0005003;GO:0005005;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007169;GO:0007399;GO:0007411;GO:0007413;GO:0008046;GO:0016020;GO:0016301;GO:0016477;GO:0016740;GO:0021952;GO:0022038;GO:0022407;GO:0030425;GO:0031290;GO:0034446;GO:0042995;GO:0043087;GO:0046777;GO:0048013;GO:0048538;GO:0048546;GO:0050770;GO:0050793;GO:0050808;GO:0051965;GO:0060021;GO:0060996;GO:0060997
ENSMUSG00000029710,Ephb4,Eph receptor B4,104757,GO:0000166;GO:0001525;GO:0002042;GO:0003007;GO:0004672;GO:0004713;GO:0004714;GO:0005003;GO:0005515;GO:0005524;GO:0005886;GO:0006468;GO:0007155;GO:0007169;GO:0016020;GO:0016301;GO:0016740;GO:0043235;GO:0048013;GO:0048514;GO:0048845;GO:0050793;GO:1903849;GO:2000525
ENSMUSG00000029869,Ephb6,Eph receptor B6,1096338,GO:0000166;GO:0001806;GO:0002456;GO:0004672;GO:0005003;GO:0005005;GO:0005515;GO:0005524;GO:0005576;GO:0005886;GO:0006468;GO:0007169;GO:0007411;GO:0009986;GO:0016020;GO:0030425;GO:0048013;GO:0050798;GO:2000525
ENSMUSG00000062312,Erbb2,erb-b2 receptor tyrosine kinase 2,95410,GO:0000165;GO:0000166;GO:0001042;GO:0002116;GO:0004672;GO:0004713;GO:0004714;GO:0004888;GO:0005102;GO:0005515;GO:0005524;GO:0005634;GO:0005654;GO:0005737;GO:0005768;GO:0005769;GO:0005829;GO:0005886;GO:0006468;GO:0007165;GO:0007166;GO:0007169;GO:0007173;GO:0007265;GO:0007399;GO:0007422;GO:0007507;GO:0007528;GO:0008045;GO:0008283;GO:0009925;GO:0010001;GO:0010008;GO:0010628;GO:0014044;GO:0015026;GO:0016020;GO:0016301;GO:0016323;GO:0016324;GO:0016740;GO:0019838;GO:0030182;GO:0030307;GO:0030971;GO:0031410;GO:0031594;GO:0032587;GO:0032886;GO:0033080;GO:0033088;GO:0035025;GO:0035556;GO:0038133;GO:0038134;GO:0038135;GO:0038143;GO:0042060;GO:0042127;GO:0042552;GO:0042734;GO:0042802;GO:0042995;GO:0043066;GO:0043125;GO:0043209;GO:0043235;GO:0043410;GO:0043491;GO:0045727;GO:0045785;GO:0045943;GO:0046982;GO:0048471;GO:0048513;GO:0048709;GO:0050679;GO:0051057;GO:0070372;GO:0071363;GO:0071364;GO:0071526;GO:0090314;GO:0099645
ENSMUSG00000018166,Erbb3,erb-b2 receptor tyrosine kinase 3,95411,GO:0000165;GO:0000166;GO:0003197;GO:0004672;GO:0004713;GO:0004888;GO:0005515;GO:0005524;GO:0005615;GO:0005886;GO:0006468;GO:0007162;GO:0007165;GO:0007169;GO:0007173;GO:0007265;GO:0007399;GO:0007422;GO:0009925;GO:0009968;GO:0010628;GO:0014037;GO:0014044;GO:0016020;GO:0016301;GO:0016323;GO:0016324;GO:0016328;GO:0016740;GO:0019838;GO:0021545;GO:0030182;GO:0030296;GO:0031625;GO:0038023;GO:0038128;GO:0038131;GO:0038132;GO:0038133;GO:0038143;GO:0042127;GO:0042552;GO:0042802;GO:0043066;GO:0043125;GO:0043235;GO:0043410;GO:0043491;GO:0043524;GO:0046982;GO:0048513;GO:0050679;GO:0051048;GO:0051402;GO:0055025;GO:0070886;GO:0097049;GO:0097192;GO:2000672
ENSMUSG00000062209,Erbb4,erb-b2 receptor tyrosine kinase 4,104771,GO:0000166;GO:0000976;GO:0001755;GO:0004672;GO:0004713;GO:0004714;GO:0005006;GO:0005154;GO:0005515;GO:0005524;GO:0005634;GO:0005739;GO:0005886;GO:0006468;GO:0006915;GO:0007165;GO:0007166;GO:0007169;GO:0007173;GO:0007259;GO:0007399;GO:0007416;GO:0007507;GO:0007595;GO:0008284;GO:0008285;GO:0009880;GO:0009891;GO:0009925;GO:0009966;GO:0010647;GO:0016020;GO:0016301;GO:0016323;GO:0016477;GO:0016740;GO:0018108;GO:0021537;GO:0021551;GO:0021889;GO:0023056;GO:0030182;GO:0030334;GO:0030879;GO:0031594;GO:0038128;GO:0038130;GO:0038131;GO:0038132;GO:0038135;GO:0038138;GO:0042531;GO:0042734;GO:0042803;GO:0043066;GO:0043226;GO:0043235;GO:0043410;GO:0043653;GO:0045165;GO:0045211;GO:0045893;GO:0045937;GO:0046427;GO:0046777;GO:0050679;GO:0050811;GO:0051897;GO:0060045;GO:0060644;GO:0060749;GO:0061026;GO:0070374;GO:0071364;GO:0072046;GO:0080090;GO:0098839;GO:0098978;GO:0098982;GO:0099645;GO:2000010
ENSMUSG00000020715,Ern1,endoplasmic reticulum to nucleus signalling 1,1930134,GO:0000166;GO:0000287;GO:0001935;GO:0003824;GO:0004519;GO:0004521;GO:0004540;GO:0004672;GO:0004674;GO:0005161;GO:0005178;GO:0005515;GO:0005524;GO:0005637;GO:0005737;GO:0005739;GO:0005783;GO:0005789;GO:0006397;GO:0006468;GO:0006915;GO:0006986;GO:0007155;GO:0010629;GO:0016020;GO:0016301;GO:0016740;GO:0016787;GO:0017148;GO:0019899;GO:0030544;GO:0030968;GO:0032991;GO:0033120;GO:0034620;GO:0034976;GO:0035924;GO:0036498;GO:0042802;GO:0042803;GO:0043531;GO:0046330;GO:0046777;GO:0046872;GO:0051082;GO:0051879;GO:0070054;GO:0070059;GO:0070301;GO:0071333;GO:0097193;GO:0106310;GO:1900103;GO:1901142;GO:1904294;GO:1904707;GO:1905898;GO:1990597;GO:1990604;GO:1990630;GO:2001243
ENSMUSG00000030866,Ern2,endoplasmic reticulum to nucleus signalling 2,1349436,GO:0000166;GO:0000287;GO:0003824;GO:0004519;GO:0004521;GO:0004540;GO:0004672;GO:0004674;GO:0005515;GO:0005524;GO:0005783;GO:0005789;GO:0005829;GO:0006355;GO:0006397;GO:0006468;GO:0006915;GO:0006986;GO:0016020;GO:0016075;GO:0016301;GO:0016740;GO:0016787;GO:0030263;GO:0030968;GO:0034976;GO:0036498;GO:0044322;GO:0045892;GO:0046330;GO:0046872;GO:0051082;GO:0070059;GO:0106310;GO:1990604
ENSMUSG00000030275,Etnk1,ethanolamine kinase 1,1922570,GO:0000166;GO:0004305;GO:0005524;GO:0005737;GO:0006629;GO:0006646;GO:0008654;GO:0016301;GO:0016740;GO:0046474
ENSMUSG00000070644,Etnk2,ethanolamine kinase 2,2443760,GO:0000166;GO:0001701;GO:0001890;GO:0004305;GO:0005524;GO:0005737;GO:0006629;GO:0006646;GO:0008654;GO:0009791;GO:0016301;GO:0016310;GO:0016740;GO:0035264;GO:0046474
ENSMUSG00000033557,Fam20b,"FAM20B, glycosaminoglycan xylosylkinase",2443990,GO:0000139;GO:0000166;GO:0005524;GO:0005654;GO:0005737;GO:0005794;GO:0016020;GO:0016301;GO:0016740;GO:0016773;GO:0030166;GO:0031012;GO:0046872
ENSMUSG00000025854,Fam20c,"FAM20C, golgi associated secretory pathway kinase",2136853,GO:0000139;GO:0000166;GO:0001501;GO:0002020;GO:0004672;GO:0004674;GO:0005509;GO:0005524;GO:0005576;GO:0005615;GO:0005654;GO:0005737;GO:0005783;GO:0005794;GO:0006468;GO:0016020;GO:0016301;GO:0016740;GO:0030145;GO:0030501;GO:0031214;GO:0036179;GO:0040036;GO:0045669;GO:0046872;GO:0051174;GO:0070166;GO:0071895;GO:0097187;GO:0106310
ENSMUSG00000028959,Fastk,Fas-activated serine/threonine kinase,1913837,GO:0004674;GO:0005739;GO:0043484;GO:0044528
ENSMUSG00000033703,Fcsk,fucose kinase,1916071,GO:0000166;GO:0005524;GO:0005575;GO:0005829;GO:0016301;GO:0016740;GO:0016772;GO:0042350;GO:0042352;GO:0046835;GO:0050201
ENSMUSG00000000127,Fer,FER tyrosine kinase,105917,GO:0000166;GO:0000226;GO:0000785;GO:0001932;GO:0004672;GO:0004713;GO:0004715;GO:0005154;GO:0005515;GO:0005524;GO:0005634;GO:0005737;GO:0005829;GO:0005856;GO:0005886;GO:0005912;GO:0005938;GO:0006468;GO:0006935;GO:0007155;GO:0007165;GO:0007281;GO:0008157;GO:0008284;GO:0008286;GO:0008289;GO:0008584;GO:0009898;GO:0010591;GO:0010762;GO:0015629;GO:0015630;GO:0016020;GO:0016301;GO:0016740;GO:0018108;GO:0019221;GO:0030027;GO:0030036;GO:0030054;GO:0030335;GO:0030838;GO:0032496;GO:0032991;GO:0033007;GO:0034333;GO:0034446;GO:0034614;GO:0035426;GO:0036006;GO:0036119;GO:0038095;GO:0038109;GO:0042058;GO:0042995;GO:0044331;GO:0048008;GO:0050904;GO:0051092;GO:0051897;GO:0060009;GO:0070102;GO:0070161;GO:0072520;GO:0120179
