MGI symbol	Gene stable ID	UniProtKB/Swiss-Prot ID	MGI ID	Gene name	Gene description
Pou5f2	ENSMUSG00000093668		MGI:1922757	Pou5f2	POU domain class 5, transcription factor 2 [Source:MGI Symbol;Acc:MGI:1922757]
Meox2	ENSMUSG00000036144	P32443	MGI:103219	Meox2	mesenchyme homeobox 2 [Source:MGI Symbol;Acc:MGI:103219]
Vps26c	ENSMUSG00000022898	O35075	MGI:1206040	Vps26c	VPS26 endosomal protein sorting factor C [Source:MGI Symbol;Acc:MGI:1206040]
Ndufb1	ENSMUSG00000113902	P0DN34	MGI:3780865	Ndufb1	NADH:ubiquinone oxidoreductase subunit B1 [Source:MGI Symbol;Acc:MGI:3780865]
Vps26c	ENSMUSG00000022898		MGI:1206040	Vps26c	VPS26 endosomal protein sorting factor C [Source:MGI Symbol;Acc:MGI:1206040]
Adgrg2	ENSMUSG00000031298	Q8CJ12	MGI:2446854	Adgrg2	adhesion G protein-coupled receptor G2 [Source:MGI Symbol;Acc:MGI:2446854]
Gli1	ENSMUSG00000025407	P47806	MGI:95727	Gli1	GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]
Cmbl	ENSMUSG00000022235		MGI:1916824	Cmbl	carboxymethylenebutenolidase homolog [Source:MGI Symbol;Acc:MGI:1916824]
Skint5	ENSMUSG00000078598		MGI:3650151	Skint5	selection and upkeep of intraepithelial T cells 5 [Source:MGI Symbol;Acc:MGI:3650151]
Gli1	ENSMUSG00000025407		MGI:95727	Gli1	GLI-Kruppel family member GLI1 [Source:MGI Symbol;Acc:MGI:95727]
Cmbl	ENSMUSG00000022235	Q8R1G2	MGI:1916824	Cmbl	carboxymethylenebutenolidase homolog [Source:MGI Symbol;Acc:MGI:1916824]
Adgrg2	ENSMUSG00000031298		MGI:2446854	Adgrg2	adhesion G protein-coupled receptor G2 [Source:MGI Symbol;Acc:MGI:2446854]
Cpsf2	ENSMUSG00000041781	O35218	MGI:1861601	Cpsf2	cleavage and polyadenylation specific factor 2 [Source:MGI Symbol;Acc:MGI:1861601]
Inhbe	ENSMUSG00000047492	O08717	MGI:109269	Inhbe	inhibin beta-E [Source:MGI Symbol;Acc:MGI:109269]
Inhbc	ENSMUSG00000025405	P55104	MGI:105932	Inhbc	inhibin beta-C [Source:MGI Symbol;Acc:MGI:105932]
Tmcc3	ENSMUSG00000020023		MGI:2442900	Tmcc3	transmembrane and coiled coil domains 3 [Source:MGI Symbol;Acc:MGI:2442900]
Pals2	ENSMUSG00000038388	Q9JLB0	MGI:1927340	Pals2	protein associated with LIN7 2, MAGUK family member [Source:MGI Symbol;Acc:MGI:1927340]
Skint11	ENSMUSG00000057977		MGI:2685415	Skint11	selection and upkeep of intraepithelial T cells 11 [Source:MGI Symbol;Acc:MGI:2685415]
Siae	ENSMUSG00000001942		MGI:104803	Siae	sialic acid acetylesterase [Source:MGI Symbol;Acc:MGI:104803]
Skint11	ENSMUSG00000057977	A7XV14	MGI:2685415	Skint11	selection and upkeep of intraepithelial T cells 11 [Source:MGI Symbol;Acc:MGI:2685415]
Pals2	ENSMUSG00000038388		MGI:1927340	Pals2	protein associated with LIN7 2, MAGUK family member [Source:MGI Symbol;Acc:MGI:1927340]
Siae	ENSMUSG00000001942	P70665	MGI:104803	Siae	sialic acid acetylesterase [Source:MGI Symbol;Acc:MGI:104803]
Trabd2b	ENSMUSG00000070867	B1ATG9	MGI:3650152	Trabd2b	TraB domain containing 2B [Source:MGI Symbol;Acc:MGI:3650152]
Tmcc3	ENSMUSG00000020023	Q8R310	MGI:2442900	Tmcc3	transmembrane and coiled coil domains 3 [Source:MGI Symbol;Acc:MGI:2442900]
Spa17	ENSMUSG00000001948	Q62252	MGI:1333778	Spa17	sperm autoantigenic protein 17 [Source:MGI Symbol;Acc:MGI:1333778]
Spa17	ENSMUSG00000001948		MGI:1333778	Spa17	sperm autoantigenic protein 17 [Source:MGI Symbol;Acc:MGI:1333778]
Dyrk1a	ENSMUSG00000022897	Q61214	MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a [Source:MGI Symbol;Acc:MGI:1330299]
Rcn2	ENSMUSG00000032320		MGI:1349765	Rcn2	reticulocalbin 2 [Source:MGI Symbol;Acc:MGI:1349765]
Dyrk1a	ENSMUSG00000022897		MGI:1330299	Dyrk1a	dual-specificity tyrosine phosphorylation regulated kinase 1a [Source:MGI Symbol;Acc:MGI:1330299]
Cct5	ENSMUSG00000022234	P80316	MGI:107185	Cct5	chaperonin containing TCP1 subunit 5 [Source:MGI Symbol;Acc:MGI:107185]
Emilin2	ENSMUSG00000024053	Q8K482	MGI:2389136	Emilin2	elastin microfibril interfacer 2 [Source:MGI Symbol;Acc:MGI:2389136]
Agmo	ENSMUSG00000050103	Q8BS35	MGI:2442495	Agmo	alkylglycerol monooxygenase [Source:MGI Symbol;Acc:MGI:2442495]
Sorbs3	ENSMUSG00000022091		MGI:700013	Sorbs3	sorbin and SH3 domain containing 3 [Source:MGI Symbol;Acc:MGI:700013]
Emilin2	ENSMUSG00000024053		MGI:2389136	Emilin2	elastin microfibril interfacer 2 [Source:MGI Symbol;Acc:MGI:2389136]
Cct5	ENSMUSG00000022234		MGI:107185	Cct5	chaperonin containing TCP1 subunit 5 [Source:MGI Symbol;Acc:MGI:107185]
Agmo	ENSMUSG00000050103		MGI:2442495	Agmo	alkylglycerol monooxygenase [Source:MGI Symbol;Acc:MGI:2442495]
Rcn2	ENSMUSG00000032320	Q8BP92	MGI:1349765	Rcn2	reticulocalbin 2 [Source:MGI Symbol;Acc:MGI:1349765]
Sorbs3	ENSMUSG00000022091	Q9R1Z8	MGI:700013	Sorbs3	sorbin and SH3 domain containing 3 [Source:MGI Symbol;Acc:MGI:700013]
Tsc1	ENSMUSG00000026812		MGI:1929183	Tsc1	TSC complex subunit 1 [Source:MGI Symbol;Acc:MGI:1929183]
Dmpk	ENSMUSG00000030409	P54265	MGI:94906	Dmpk	dystrophia myotonica-protein kinase [Source:MGI Symbol;Acc:MGI:94906]
Dmpk	ENSMUSG00000030409		MGI:94906	Dmpk	dystrophia myotonica-protein kinase [Source:MGI Symbol;Acc:MGI:94906]
Tbrg1	ENSMUSG00000011114	Q3UB74	MGI:1100877	Tbrg1	transforming growth factor beta regulated gene 1 [Source:MGI Symbol;Acc:MGI:1100877]
Tbrg1	ENSMUSG00000011114		MGI:1100877	Tbrg1	transforming growth factor beta regulated gene 1 [Source:MGI Symbol;Acc:MGI:1100877]
Ppp3cc	ENSMUSG00000022092		MGI:107162	Ppp3cc	protein phosphatase 3, catalytic subunit, gamma isoform [Source:MGI Symbol;Acc:MGI:107162]
Nphp4	ENSMUSG00000039577	P59240	MGI:2384210	Nphp4	nephronophthisis 4 (juvenile) homolog (human) [Source:MGI Symbol;Acc:MGI:2384210]
Ppp3cc	ENSMUSG00000022092	P48455	MGI:107162	Ppp3cc	protein phosphatase 3, catalytic subunit, gamma isoform [Source:MGI Symbol;Acc:MGI:107162]
Sulf1	ENSMUSG00000016918	Q8K007	MGI:2138563	Sulf1	sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]
Cpne8	ENSMUSG00000052560		MGI:1914121	Cpne8	copine VIII [Source:MGI Symbol;Acc:MGI:1914121]
Gsdme	ENSMUSG00000029821		MGI:1889850	Gsdme	gasdermin E [Source:MGI Symbol;Acc:MGI:1889850]
Gdi2	ENSMUSG00000021218	Q61598	MGI:99845	Gdi2	GDP dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]
Sulf1	ENSMUSG00000016918		MGI:2138563	Sulf1	sulfatase 1 [Source:MGI Symbol;Acc:MGI:2138563]
Panx3	ENSMUSG00000011118	Q8CEG0	MGI:1918881	Panx3	pannexin 3 [Source:MGI Symbol;Acc:MGI:1918881]
Panx3	ENSMUSG00000011118		MGI:1918881	Panx3	pannexin 3 [Source:MGI Symbol;Acc:MGI:1918881]
Gsdme	ENSMUSG00000029821	Q9Z2D3	MGI:1889850	Gsdme	gasdermin E [Source:MGI Symbol;Acc:MGI:1889850]
Gdi2	ENSMUSG00000021218		MGI:99845	Gdi2	GDP dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]
Ajap1	ENSMUSG00000039546	A2ALI5	MGI:2685419	Ajap1	adherens junction associated protein 1 [Source:MGI Symbol;Acc:MGI:2685419]
Mms19	ENSMUSG00000025159		MGI:1919449	Mms19	MMS19 cytosolic iron-sulfur assembly component [Source:MGI Symbol;Acc:MGI:1919449]
Ajap1	ENSMUSG00000039546		MGI:2685419	Ajap1	adherens junction associated protein 1 [Source:MGI Symbol;Acc:MGI:2685419]
Nr2f1	ENSMUSG00000069171		MGI:1352451	Nr2f1	nuclear receptor subfamily 2, group F, member 1 [Source:MGI Symbol;Acc:MGI:1352451]
Cpne8	ENSMUSG00000052560	Q9DC53	MGI:1914121	Cpne8	copine VIII [Source:MGI Symbol;Acc:MGI:1914121]
St3gal6	ENSMUSG00000022747	Q8VIB3	MGI:1888707	St3gal6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]
A430005L14Rik	ENSMUSG00000047613	Q80WR5	MGI:2140680	A430005L14Rik	RIKEN cDNA A430005L14 gene [Source:MGI Symbol;Acc:MGI:2140680]
St3gal6	ENSMUSG00000022747		MGI:1888707	St3gal6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:MGI Symbol;Acc:MGI:1888707]
A430005L14Rik	ENSMUSG00000047613		MGI:2140680	A430005L14Rik	RIKEN cDNA A430005L14 gene [Source:MGI Symbol;Acc:MGI:2140680]
Lrba	ENSMUSG00000028080		MGI:1933162	Lrba	LPS-responsive beige-like anchor [Source:MGI Symbol;Acc:MGI:1933162]
Klhl25	ENSMUSG00000055652	Q8R2P1	MGI:2668031	Klhl25	kelch-like 25 [Source:MGI Symbol;Acc:MGI:2668031]
Klhl25	ENSMUSG00000055652		MGI:2668031	Klhl25	kelch-like 25 [Source:MGI Symbol;Acc:MGI:2668031]
Atpsckmt	ENSMUSG00000039065	Q9D1Z3	MGI:1915323	Atpsckmt	ATP synthase C subunit lysine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1915323]
Atpsckmt	ENSMUSG00000039065		MGI:1915323	Atpsckmt	ATP synthase C subunit lysine N-methyltransferase [Source:MGI Symbol;Acc:MGI:1915323]
Morc4	ENSMUSG00000031434	Q8BMD7	MGI:1922996	Morc4	microrchidia 4 [Source:MGI Symbol;Acc:MGI:1922996]
Ftdc1	ENSMUSG00000075002		MGI:2685659	Ftdc1	ferritin domain containing 1 [Source:MGI Symbol;Acc:MGI:2685659]
Morc4	ENSMUSG00000031434		MGI:1922996	Morc4	microrchidia 4 [Source:MGI Symbol;Acc:MGI:1922996]
Cep350	ENSMUSG00000033671	E9Q309	MGI:1921331	Cep350	centrosomal protein 350 [Source:MGI Symbol;Acc:MGI:1921331]
Six5	ENSMUSG00000040841	P70178	MGI:106220	Six5	sine oculis-related homeobox 5 [Source:MGI Symbol;Acc:MGI:106220]
Tas2r119	ENSMUSG00000045267		MGI:2681253	Tas2r119	taste receptor, type 2, member 119 [Source:MGI Symbol;Acc:MGI:2681253]
Cep350	ENSMUSG00000033671		MGI:1921331	Cep350	centrosomal protein 350 [Source:MGI Symbol;Acc:MGI:1921331]
Grik2	ENSMUSG00000056073	P39087	MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]
Ftdc2	ENSMUSG00000055789		MGI:3045360	Ftdc2	ferritin domain containing 2 [Source:MGI Symbol;Acc:MGI:3045360]
Grik2	ENSMUSG00000056073		MGI:95815	Grik2	glutamate receptor, ionotropic, kainate 2 (beta 2) [Source:MGI Symbol;Acc:MGI:95815]
Dffb	ENSMUSG00000029027	O54788	MGI:1196287	Dffb	DNA fragmentation factor, beta subunit [Source:MGI Symbol;Acc:MGI:1196287]
Akip1	ENSMUSG00000031023	Q9JJR5	MGI:3041226	Akip1	A kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:3041226]
Akip1	ENSMUSG00000031023		MGI:3041226	Akip1	A kinase interacting protein 1 [Source:MGI Symbol;Acc:MGI:3041226]
Dffb	ENSMUSG00000029027		MGI:1196287	Dffb	DNA fragmentation factor, beta subunit [Source:MGI Symbol;Acc:MGI:1196287]
Meiosin	ENSMUSG00000085601	A0A5K7RLP0	MGI:3647482	Meiosin	meiosis initiator [Source:MGI Symbol;Acc:MGI:3647482]
Smchd1	ENSMUSG00000024054	Q6P5D8	MGI:1921605	Smchd1	SMC hinge domain containing 1 [Source:MGI Symbol;Acc:MGI:1921605]
Meiosin	ENSMUSG00000085601		MGI:3647482	Meiosin	meiosis initiator [Source:MGI Symbol;Acc:MGI:3647482]
Kcnj6	ENSMUSG00000043301		MGI:104781	Kcnj6	potassium inwardly-rectifying channel, subfamily J, member 6 [Source:MGI Symbol;Acc:MGI:104781]
Smchd1	ENSMUSG00000024054		MGI:1921605	Smchd1	SMC hinge domain containing 1 [Source:MGI Symbol;Acc:MGI:1921605]
Fbxo46	ENSMUSG00000050428	Q8BG80	MGI:2444918	Fbxo46	F-box protein 46 [Source:MGI Symbol;Acc:MGI:2444918]
Unc13d	ENSMUSG00000057948	B2RUP2	MGI:1917700	Unc13d	unc-13 homolog D [Source:MGI Symbol;Acc:MGI:1917700]
Adam22	ENSMUSG00000040537	Q9R1V6	MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22 [Source:MGI Symbol;Acc:MGI:1340046]
Cdhr2	ENSMUSG00000034918	E9Q7P9	MGI:2687323	Cdhr2	cadherin-related family member 2 [Source:MGI Symbol;Acc:MGI:2687323]
Unc13d	ENSMUSG00000057948		MGI:1917700	Unc13d	unc-13 homolog D [Source:MGI Symbol;Acc:MGI:1917700]
Adam22	ENSMUSG00000040537		MGI:1340046	Adam22	a disintegrin and metallopeptidase domain 22 [Source:MGI Symbol;Acc:MGI:1340046]
BC051019	ENSMUSG00000031022	Q9JJR6	MGI:1928824	BC051019	cDNA sequence BC051019 [Source:MGI Symbol;Acc:MGI:1928824]
Gprin1	ENSMUSG00000069227	Q3UNH4	MGI:1349455	Gprin1	G protein-regulated inducer of neurite outgrowth 1 [Source:MGI Symbol;Acc:MGI:1349455]
Ikbkg	ENSMUSG00000004221		MGI:1338074	Ikbkg	inhibitor of kappaB kinase gamma [Source:MGI Symbol;Acc:MGI:1338074]
BC051019	ENSMUSG00000031022		MGI:1928824	BC051019	cDNA sequence BC051019 [Source:MGI Symbol;Acc:MGI:1928824]
Ascl3	ENSMUSG00000035951	Q9JJR7	MGI:1928820	Ascl3	achaete-scute family bHLH transcription factor 3 [Source:MGI Symbol;Acc:MGI:1928820]
Cpox	ENSMUSG00000022742	P36552	MGI:104841	Cpox	coproporphyrinogen oxidase [Source:MGI Symbol;Acc:MGI:104841]
Gpr15	ENSMUSG00000047293	Q0VDU3	MGI:1918473	Gpr15	G protein-coupled receptor 15 [Source:MGI Symbol;Acc:MGI:1918473]
Cep83	ENSMUSG00000020024	Q9D5R3	MGI:1924298	Cep83	centrosomal protein 83 [Source:MGI Symbol;Acc:MGI:1924298]
Tsc1	ENSMUSG00000026812	Q9EP53	MGI:1929183	Tsc1	TSC complex subunit 1 [Source:MGI Symbol;Acc:MGI:1929183]
Ccr7	ENSMUSG00000037944	P47774	MGI:103011	Ccr7	C-C motif chemokine receptor 7 [Source:MGI Symbol;Acc:MGI:103011]
Qpctl	ENSMUSG00000030407	Q8BH73	MGI:1914619	Qpctl	glutaminyl-peptide cyclotransferase-like [Source:MGI Symbol;Acc:MGI:1914619]
Med9	ENSMUSG00000061650	Q8VCS6	MGI:2183151	Med9	mediator complex subunit 9 [Source:MGI Symbol;Acc:MGI:2183151]
Ndc80	ENSMUSG00000024056	Q9D0F1	MGI:1914302	Ndc80	NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914302]
Ndc80	ENSMUSG00000024056		MGI:1914302	Ndc80	NDC80 kinetochore complex component [Source:MGI Symbol;Acc:MGI:1914302]
Snrpd2	ENSMUSG00000040824	P62317	MGI:98345	Snrpd2	small nuclear ribonucleoprotein D2 [Source:MGI Symbol;Acc:MGI:98345]
Rasd1	ENSMUSG00000049892	O35626	MGI:1270848	Rasd1	RAS, dexamethasone-induced 1 [Source:MGI Symbol;Acc:MGI:1270848]
Cldnd1	ENSMUSG00000022744	Q9CQX5	MGI:2447860	Cldnd1	claudin domain containing 1 [Source:MGI Symbol;Acc:MGI:2447860]
Sema5a	ENSMUSG00000022231		MGI:107556	Sema5a	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]
Cep104	ENSMUSG00000039523	Q80V31	MGI:2687282	Cep104	centrosomal protein 104 [Source:MGI Symbol;Acc:MGI:2687282]
Cep104	ENSMUSG00000039523		MGI:2687282	Cep104	centrosomal protein 104 [Source:MGI Symbol;Acc:MGI:2687282]
Cldnd1	ENSMUSG00000022744		MGI:2447860	Cldnd1	claudin domain containing 1 [Source:MGI Symbol;Acc:MGI:2447860]
Daam1	ENSMUSG00000034574	Q8BPM0	MGI:1914596	Daam1	dishevelled associated activator of morphogenesis 1 [Source:MGI Symbol;Acc:MGI:1914596]
Tmem9b	ENSMUSG00000031021	Q9JJR8	MGI:1915254	Tmem9b	TMEM9 domain family, member B [Source:MGI Symbol;Acc:MGI:1915254]
Tmem9b	ENSMUSG00000031021		MGI:1915254	Tmem9b	TMEM9 domain family, member B [Source:MGI Symbol;Acc:MGI:1915254]
Or5k1b	ENSMUSG00000071510		MGI:3030006	Or5k1b	olfactory receptor family 5 subfamily K member 1B [Source:MGI Symbol;Acc:MGI:3030006]
Or5k1	ENSMUSG00000049362		MGI:3030007	Or5k1	olfactory receptor family 5 subfamily K member 1 [Source:MGI Symbol;Acc:MGI:3030007]
Or5k8	ENSMUSG00000060663		MGI:3030009	Or5k8	olfactory receptor family 5 subfamily K member 8 [Source:MGI Symbol;Acc:MGI:3030009]
Cacna1a	ENSMUSG00000034656		MGI:109482	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]
Nrip3	ENSMUSG00000034825		MGI:1925843	Nrip3	nuclear receptor interacting protein 3 [Source:MGI Symbol;Acc:MGI:1925843]
Or5k14	ENSMUSG00000063137		MGI:3030011	Or5k14	olfactory receptor family 5 subfamily K member 14 [Source:MGI Symbol;Acc:MGI:3030011]
Cacna1a	ENSMUSG00000034656	P97445	MGI:109482	Cacna1a	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit [Source:MGI Symbol;Acc:MGI:109482]
Nrip3	ENSMUSG00000034825	Q9JJR9	MGI:1925843	Nrip3	nuclear receptor interacting protein 3 [Source:MGI Symbol;Acc:MGI:1925843]
Or5k15	ENSMUSG00000044029		MGI:3030012	Or5k15	olfactory receptor family 5 subfamily J member 15 [Source:MGI Symbol;Acc:MGI:3030012]
Gpr135	ENSMUSG00000043398	Q7TQP2	MGI:2676315	Gpr135	G protein-coupled receptor 135 [Source:MGI Symbol;Acc:MGI:2676315]
Or5k16	ENSMUSG00000090629		MGI:3030014	Or5k16	olfactory receptor family 5 subfamily K member 16 [Source:MGI Symbol;Acc:MGI:3030014]
Lrrc47	ENSMUSG00000029028		MGI:1920196	Lrrc47	leucine rich repeat containing 47 [Source:MGI Symbol;Acc:MGI:1920196]
L3hypdh	ENSMUSG00000019718	Q9CXA2	MGI:1914467	L3hypdh	L-3-hydroxyproline dehydratase (trans-) [Source:MGI Symbol;Acc:MGI:1914467]
Lrrc47	ENSMUSG00000029028	Q505F5	MGI:1920196	Lrrc47	leucine rich repeat containing 47 [Source:MGI Symbol;Acc:MGI:1920196]
Smim1	ENSMUSG00000078350		MGI:1916109	Smim1	small integral membrane protein 1 [Source:MGI Symbol;Acc:MGI:1916109]
Wbp2	ENSMUSG00000034341	P97765	MGI:104709	Wbp2	WW domain binding protein 2 [Source:MGI Symbol;Acc:MGI:104709]
Smim1	ENSMUSG00000078350	P0C8K7	MGI:1916109	Smim1	small integral membrane protein 1 [Source:MGI Symbol;Acc:MGI:1916109]
Sdc2	ENSMUSG00000022261	P43407	MGI:1349165	Sdc2	syndecan 2 [Source:MGI Symbol;Acc:MGI:1349165]
Plxnc1	ENSMUSG00000074785	Q9QZC2	MGI:1890127	Plxnc1	plexin C1 [Source:MGI Symbol;Acc:MGI:1890127]
Plxnc1	ENSMUSG00000074785		MGI:1890127	Plxnc1	plexin C1 [Source:MGI Symbol;Acc:MGI:1890127]
Togaram2	ENSMUSG00000045761	Q3TYG6	MGI:2443498	Togaram2	TOG array regulator of axonemal microtubules 2 [Source:MGI Symbol;Acc:MGI:2443498]
Kcnj15	ENSMUSG00000062609		MGI:1310000	Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15 [Source:MGI Symbol;Acc:MGI:1310000]
Togaram2	ENSMUSG00000045761		MGI:2443498	Togaram2	TOG array regulator of axonemal microtubules 2 [Source:MGI Symbol;Acc:MGI:2443498]
Gm6370	ENSMUSG00000096527		MGI:3779587	Gm6370	predicted gene 6370 [Source:MGI Symbol;Acc:MGI:3779587]
Kcnj15	ENSMUSG00000062609	O88932	MGI:1310000	Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15 [Source:MGI Symbol;Acc:MGI:1310000]
Pcare	ENSMUSG00000044375	Q6PAC4	MGI:2385061	Pcare	photoreceptor cilium actin regulator [Source:MGI Symbol;Acc:MGI:2385061]
4930449I24Rik	ENSMUSG00000079093		MGI:1914660	4930449I24Rik	RIKEN cDNA 4930449I24 gene [Source:MGI Symbol;Acc:MGI:1914660]
Pemt	ENSMUSG00000000301	Q61907	MGI:104535	Pemt	phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]
Ppfibp1	ENSMUSG00000016487	Q8C8U0	MGI:1914783	Ppfibp1	PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]
Pemt	ENSMUSG00000000301		MGI:104535	Pemt	phosphatidylethanolamine N-methyltransferase [Source:MGI Symbol;Acc:MGI:104535]
Cpq	ENSMUSG00000039007	Q9WVJ3	MGI:1889205	Cpq	carboxypeptidase Q [Source:MGI Symbol;Acc:MGI:1889205]
Ppfibp1	ENSMUSG00000016487		MGI:1914783	Ppfibp1	PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]
Cpq	ENSMUSG00000039007		MGI:1889205	Cpq	carboxypeptidase Q [Source:MGI Symbol;Acc:MGI:1889205]
Coq8a	ENSMUSG00000026489	Q60936	MGI:1914676	Coq8a	coenzyme Q8A [Source:MGI Symbol;Acc:MGI:1914676]
Coq8a	ENSMUSG00000026489		MGI:1914676	Coq8a	coenzyme Q8A [Source:MGI Symbol;Acc:MGI:1914676]
Tspyl5	ENSMUSG00000038984	Q69ZB3	MGI:2442458	Tspyl5	testis-specific protein, Y-encoded-like 5 [Source:MGI Symbol;Acc:MGI:2442458]
Agbl1	ENSMUSG00000025754		MGI:3646469	Agbl1	ATP/GTP binding protein-like 1 [Source:MGI Symbol;Acc:MGI:3646469]
Or5k17	ENSMUSG00000090951	Q8VGQ7	MGI:3030015	Or5k17	olfactory receptor family 5 subfamily K member 17 [Source:MGI Symbol;Acc:MGI:3030015]
Ccdc27	ENSMUSG00000039492	Q3V036	MGI:2685881	Ccdc27	coiled-coil domain containing 27 [Source:MGI Symbol;Acc:MGI:2685881]
Agbl1	ENSMUSG00000025754	Q09M05	MGI:3646469	Agbl1	ATP/GTP binding protein-like 1 [Source:MGI Symbol;Acc:MGI:3646469]
Mcph1	ENSMUSG00000039842	Q7TT79	MGI:2443308	Mcph1	microcephaly, primary autosomal recessive 1 [Source:MGI Symbol;Acc:MGI:2443308]
Or5k17	ENSMUSG00000090951		MGI:3030015	Or5k17	olfactory receptor family 5 subfamily K member 17 [Source:MGI Symbol;Acc:MGI:3030015]
Ascc3	ENSMUSG00000038774	E9PZJ8	MGI:1925237	Ascc3	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]
Mcph1	ENSMUSG00000039842		MGI:2443308	Mcph1	microcephaly, primary autosomal recessive 1 [Source:MGI Symbol;Acc:MGI:2443308]
Ascc3	ENSMUSG00000038774		MGI:1925237	Ascc3	activating signal cointegrator 1 complex subunit 3 [Source:MGI Symbol;Acc:MGI:1925237]
Fam193a	ENSMUSG00000037210		MGI:2447768	Fam193a	family with sequence homology 193, member A [Source:MGI Symbol;Acc:MGI:2447768]
Or5h17	ENSMUSG00000062105		MGI:3030017	Or5h17	olfactory receptor family 5 subfamily H member 17 [Source:MGI Symbol;Acc:MGI:3030017]
1700034J05Rik	ENSMUSG00000040163	Q80W69	MGI:1920594	1700034J05Rik	RIKEN cDNA 1700034J05 gene [Source:MGI Symbol;Acc:MGI:1920594]
Fam193a	ENSMUSG00000037210	Q8CGI1	MGI:2447768	Fam193a	family with sequence homology 193, member A [Source:MGI Symbol;Acc:MGI:2447768]
Cradd	ENSMUSG00000045867	O88843	MGI:1336168	Cradd	CASP2 and RIPK1 domain containing adaptor with death domain [Source:MGI Symbol;Acc:MGI:1336168]
Rep15	ENSMUSG00000040121	Q9D7T1	MGI:1913782	Rep15	RAB15 effector protein [Source:MGI Symbol;Acc:MGI:1913782]
Pdzk1ip1	ENSMUSG00000028716	Q9CQH0	MGI:1914432	Pdzk1ip1	PDZK1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914432]
Gipr	ENSMUSG00000030406	Q0P543	MGI:1352753	Gipr	gastric inhibitory polypeptide receptor [Source:MGI Symbol;Acc:MGI:1352753]
Or5h18	ENSMUSG00000047960	Q8VEX5	MGI:3030020	Or5h18	olfactory receptor family 5 subfamily H member 18 [Source:MGI Symbol;Acc:MGI:3030020]
Mms19	ENSMUSG00000025159	Q9D071	MGI:1919449	Mms19	MMS19 cytosolic iron-sulfur assembly component [Source:MGI Symbol;Acc:MGI:1919449]
Sema3b	ENSMUSG00000057969		MGI:107561	Sema3b	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B [Source:MGI Symbol;Acc:MGI:107561]
Trim47	ENSMUSG00000020773	Q8C0E3	MGI:1917374	Trim47	tripartite motif-containing 47 [Source:MGI Symbol;Acc:MGI:1917374]
Slc24a4	ENSMUSG00000041771		MGI:2447362	Slc24a4	solute carrier family 24 (sodium/potassium/calcium exchanger), member 4 [Source:MGI Symbol;Acc:MGI:2447362]
Or5h19	ENSMUSG00000043357		MGI:3030021	Or5h19	olfactory receptor family 5 subfamily H member 19 [Source:MGI Symbol;Acc:MGI:3030021]
Sim1	ENSMUSG00000019913		MGI:98306	Sim1	single-minded family bHLH transcription factor 1 [Source:MGI Symbol;Acc:MGI:98306]
Pdzk1ip1	ENSMUSG00000028716		MGI:1914432	Pdzk1ip1	PDZK1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:1914432]
Or5h22	ENSMUSG00000064006		MGI:3030024	Or5h22	olfactory receptor family 5 subfamily H member 22 [Source:MGI Symbol;Acc:MGI:3030024]
Gipr	ENSMUSG00000030406		MGI:1352753	Gipr	gastric inhibitory polypeptide receptor [Source:MGI Symbol;Acc:MGI:1352753]
Ikbkg	ENSMUSG00000004221	O88522	MGI:1338074	Ikbkg	inhibitor of kappaB kinase gamma [Source:MGI Symbol;Acc:MGI:1338074]
Or5h23	ENSMUSG00000094539		MGI:3030025	Or5h23	olfactory receptor family 5 subfamily H member 23 [Source:MGI Symbol;Acc:MGI:3030025]
