HGNC_symbol,HGNC_ID,Ensembl_ID,Ensembl_ID_status,Name_hgnc,Group_hgnc,Group_ID_hgnc,Status_hgnc,Locus_type_hgnc,DBD_lambert,TF_assessment_lambert,InLambert,GO_TF_biomart,InGO_TF,JASPAR_matrix_ids,InJASPAR,Mouse_Symbol,Ensembl_Mouse
JUN,HGNC:6204,ENSG00000177606,confirmed,"Jun proto-oncogene, AP-1 transcription factor subunit",Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:1904707;GO:0005634;GO:0003723;GO:0019899;GO:0005654;GO:0003677;GO:0005515;GO:0006355;GO:0000981;GO:0003700;GO:0031625;GO:0005096;GO:0045893;GO:0045944;GO:0042802;GO:0000978;GO:0003690;GO:0045892;GO:0000976;GO:0000785;GO:0005667;GO:0001228;GO:0035976;GO:1990837;GO:0001227;GO:0000122;GO:0042127;GO:0070412;GO:0006357;GO:0090575;GO:0061629;GO:0044389;GO:0007254;GO:1902895;GO:0007179;GO:0060395;GO:0034976;GO:0043065;GO:0140467;GO:0019046;GO:2000144;GO:0051726;GO:0140296;GO:0035497;GO:0043392;GO:0043922;GO:0043923;GO:0048545;GO:0000228;GO:0000791;GO:0006915;GO:0008283;GO:0001525;GO:0001774;GO:0001889;GO:0001938;GO:0003151;GO:0008285;GO:0009410;GO:0010634;GO:0030224;GO:0031103;GO:0035026;GO:0035994;GO:0043066;GO:0043524;GO:0048146;GO:0061029;GO:0070374;GO:0071277;GO:0003682;GO:0072740;GO:0017053,Y,MA0488.1;MA0489.1;MA0488.2;MA1132.1;MA1133.1;MA1132.2;MA1133.2,Y,Jun,ENSMUSG00000052684
JUNB,HGNC:6205,ENSG00000171223,confirmed,"JunB proto-oncogene, AP-1 transcription factor subunit",Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0005634;GO:0005654;GO:0005515;GO:0000978;GO:0000981;GO:0003690;GO:0000785;GO:0005667;GO:0035976;GO:1990837;GO:0045944;GO:0042127;GO:0006357;GO:0090575;GO:0140467;GO:0051726;GO:0048545;GO:0030154;GO:0001570;GO:0001649;GO:0001701;GO:0001829;GO:0002158;GO:0030316;GO:0033687;GO:0045597;GO:0046697;GO:0060136;GO:0060716;GO:0071277;GO:0000977;GO:0001228;GO:2000319,Y,MA0490.1;MA1140.1;MA1140.2;MA0490.2;MA1140.3;MA0490.3,Y,Junb,ENSMUSG00000052837
JUND,HGNC:6206,ENSG00000130522,confirmed,"JunD proto-oncogene, AP-1 transcription factor subunit",Basic leucine zipper proteins,506,Approved,gene with protein product,bZIP,Known motif,Y,GO:0003677;GO:0006355;GO:0003700;GO:0005515;GO:0005634;GO:0019899;GO:0005654;GO:0000978;GO:0000981;GO:0003690;GO:0000976;GO:0000785;GO:0005667;GO:0035976;GO:1990837;GO:0045944;GO:0042127;GO:0000122;GO:0017053;GO:0006357;GO:0090575;GO:0051726;GO:0048545;GO:0002076;GO:0010467;GO:0045669;GO:0071277;GO:0001221;GO:0001228;GO:0003713;GO:0016922;GO:0043565;GO:0006366;GO:0007623;GO:0009416;GO:0009612;GO:0032496;GO:0035360;GO:0043032;GO:0043434;GO:0071398;GO:0071456;GO:1904321;GO:0032991;GO:0032993,Y,MA0491.1;MA0492.1;MA0491.2;MA0492.2;MA0491.3,Y,Jund,ENSMUSG00000071076
Jun,,ENSG00000177606,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0489.2;MA0489.3,Y,,
KAT7,,ENSG00000136504,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Kat7,ENSMUSG00000038909
KCMF1,,ENSG00000176407,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Kcmf1,ENSMUSG00000055239
KCNIP3,,ENSG00000115041,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Likely to be sequence specific TF,Y,,N,,N,Kcnip3,ENSMUSG00000079056
KDM2A,,ENSG00000173120,lambert,,Lambert TF Census (not in HGNC groups),,,,CxxC,Likely to be sequence specific TF,Y,,N,,N,Kdm2a,ENSMUSG00000054611
KDM2B,,ENSG00000089094,lambert,,Lambert TF Census (not in HGNC groups),,,,CxxC,Known motif,Y,,N,,N,Kdm2b,ENSMUSG00000029475
KDM5B,,ENSG00000117139,lambert,,Lambert TF Census (not in HGNC groups),,,,ARID/BRIGHT,Likely to be sequence specific TF,Y,,N,,N,Kdm5b,ENSMUSG00000042207
KIN,,ENSG00000151657,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,Kin,ENSMUSG00000037262
KLF1,HGNC:6345,ENSG00000105610,confirmed,KLF transcription factor 1,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0045893;GO:0000978;GO:0000981;GO:0006357;GO:0006355;GO:0000976;GO:0000785;GO:0030218;GO:0003700;GO:0043130;GO:0006511;GO:0031648;GO:0060135;GO:1990859,Y,MA0493.2;MA0493.3,Y,Klf1,ENSMUSG00000054191
KLF10,HGNC:11810,ENSG00000155090,confirmed,KLF transcription factor 10,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0048511;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:0042752;GO:0000785;GO:1990837;GO:0009267;GO:0001228;GO:0045944;GO:0007267;GO:0003700;GO:0008285;GO:0000122;GO:0006355;GO:0030282;GO:0035019;GO:0045672;GO:0001046;GO:0007623,Y,MA1511.1;MA1511.2,Y,Klf10,ENSMUSG00000037465
KLF11,HGNC:11811,ENSG00000172059,confirmed,KLF transcription factor 11,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0006915;GO:0005829;GO:0005654;GO:0046872;GO:0005925;GO:0003677;GO:0005515;GO:0008270;GO:0016604;GO:0000978;GO:0000981;GO:0006357;GO:0006355;GO:0000785;GO:1990837;GO:0000122;GO:0000976;GO:0003700;GO:0043065;GO:0008285;GO:2000045;GO:0045892;GO:1990859,Y,MA1512.1;MA1512.2,Y,Klf11,ENSMUSG00000020653
KLF12,HGNC:6346,ENSG00000118922,confirmed,KLF transcription factor 12,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837;GO:0000785;GO:0001227;GO:0000122;GO:0003700;GO:0006355;GO:0045944;GO:0000977,Y,MA0742.2,Y,Klf12,ENSMUSG00000072294
KLF13,HGNC:13672,ENSG00000169926,lambert,KLF transcription factor 13,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0006366;GO:0045944;GO:0001228;GO:0008285;GO:0045647,Y,MA0657.1;MA0657.2,Y,Klf13,ENSMUSG00000052040
KLF14,HGNC:23025,ENSG00000266265,confirmed,KLF transcription factor 14,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0043565;GO:0045944;GO:1902070;GO:0003682,Y,MA0740.1;MA0740.2,Y,Klf14,ENSMUSG00000073209
KLF15,HGNC:14536,ENSG00000163884,confirmed,KLF transcription factor 15,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0016607;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0001228;GO:0000981;GO:0006357;GO:0000976;GO:0000785;GO:1990837;GO:0045944;GO:0000977;GO:0072112;GO:2000757;GO:0001678;GO:0010001;GO:0030111;GO:0032868;GO:0045893;GO:0046326;GO:0003700;GO:0010468;GO:0014898;GO:0032966;GO:0071635;GO:1990859,Y,MA1513.1;MA1513.2,Y,Klf15,ENSMUSG00000030087
KLF16,HGNC:16857,ENSG00000129911,confirmed,KLF transcription factor 16,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0007212;GO:0001227;GO:0003700;GO:0000122,Y,MA0741.1,Y,Klf16,ENSMUSG00000035397
KLF17,HGNC:18830,ENSG00000171872,confirmed,KLF transcription factor 17,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837;GO:0000976;GO:0003700;GO:0000785,Y,MA1514.1;MA1514.2,Y,Klf17,ENSMUSG00000048626
KLF18,HGNC:51793,ENSG00000283039,biomart,KLF transcription factor 18,KLF transcription factors,624,Approved,gene with protein product,,,N,GO:0005634;GO:0046872;GO:0008270;GO:0000978;GO:0001228;GO:0045944;GO:0000981;GO:0006357,Y,,N,Zfp352,ENSMUSG00000070902
KLF2,HGNC:6347,ENSG00000127528,confirmed,KLF transcription factor 2,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0045893;GO:0000978;GO:0000981;GO:0006357;GO:0003700;GO:0000785;GO:1990837;GO:0045944;GO:0000122;GO:0051247;GO:0045429;GO:0071499;GO:1903671;GO:0097533;GO:0042311;GO:0071498;GO:0000902;GO:0001701;GO:0034101;GO:0035264;GO:0040029;GO:0043249;GO:0060509;GO:0032715;GO:0034616;GO:0048386;GO:0070301;GO:0071347;GO:0071356;GO:1990859,Y,MA1515.1;MA1515.2,Y,Klf2,ENSMUSG00000055148
KLF3,HGNC:16516,ENSG00000109787,confirmed,KLF transcription factor 3,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837;GO:0000785;GO:0003700;GO:0000977;GO:0000122;GO:0030097;GO:1990859,Y,MA1516.1;MA1516.2,Y,Klf3,ENSMUSG00000029178
KLF4,HGNC:6348,ENSG00000136826,confirmed,KLF transcription factor 4,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0010628;GO:0005634;GO:0005737;GO:0045595;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0005515;GO:0008270;GO:0015630;GO:0045893;GO:0000978;GO:0001228;GO:0045944;GO:0000981;GO:0006357;GO:0045892;GO:0000976;GO:0003700;GO:0000785;GO:1990841;GO:1990837;GO:0045444;GO:0019827;GO:0000122;GO:0061629;GO:0008285;GO:0032206;GO:1902895;GO:2001240;GO:0002357;GO:0016525;GO:0051247;GO:1903672;GO:0050728;GO:0043124;GO:0006366;GO:0009913;GO:0030855;GO:0031077;GO:0032526;GO:0035019;GO:0042127;GO:0048679;GO:0048730;GO:0120222;GO:1990830;GO:0001010;GO:0001221;GO:0003690;GO:0008013;GO:0031490;GO:0035014;GO:0042826;GO:0043565;GO:0106222;GO:0006351;GO:0007500;GO:0008544;GO:0010467;GO:0010629;GO:0014740;GO:0030336;GO:0032717;GO:0034115;GO:0035166;GO:0045429;GO:0046985;GO:0048662;GO:0051898;GO:0060070;GO:0060761;GO:0061436;GO:0070301;GO:0070373;GO:0071300;GO:0071363;GO:0071499;GO:0090051;GO:1904998;GO:1990859;GO:2000134;GO:2000342;GO:0000791;GO:0005667,Y,MA0039.3;MA0039.4;MA0039.5,Y,Klf4,ENSMUSG00000003032
KLF5,HGNC:6349,ENSG00000102554,confirmed,KLF transcription factor 5,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005654;GO:0046872;GO:0005794;GO:0003677;GO:0005515;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:1990837;GO:0000785;GO:0001228;GO:0045944;GO:0030033;GO:0032534;GO:0000122;GO:0001525;GO:0010468;GO:0014816;GO:0014901;GO:0014908;GO:0035914;GO:0043403;GO:0045600;GO:0045893;GO:0060576;GO:0061586;GO:1990830;GO:0003700;GO:0043426;GO:0043565;GO:0008284;GO:1990859;GO:0005667,Y,MA0599.1,Y,Klf5,ENSMUSG00000005148
KLF6,HGNC:2235,ENSG00000067082,confirmed,KLF transcription factor 6,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0001650;GO:0003677;GO:0005515;GO:0008270;GO:0005730;GO:0045893;GO:0000978;GO:0001228;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0045944;GO:0030183,Y,MA1517.1;MA1517.2,Y,Klf6,ENSMUSG00000000078
KLF7,HGNC:6350,ENSG00000118263,confirmed,KLF transcription factor 7,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0000981;GO:0045893;GO:0000122;GO:0000978;GO:0006357;GO:1990837;GO:0003700;GO:0007409;GO:0000785;GO:0042593;GO:0001228;GO:0045944;GO:0007411;GO:0048813;GO:0045604;GO:0061179;GO:1904178,Y,MA1959.1;MA1959.2,Y,Klf7,ENSMUSG00000025959
KLF8,HGNC:6351,ENSG00000102349,confirmed,KLF transcription factor 8,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0016235;GO:1990837;GO:0000785;GO:0001227;GO:0000122,Y,MA2681.1,Y,Klf8,ENSMUSG00000041649
KLF9,HGNC:1123,ENSG00000119138,confirmed,KLF transcription factor 9,KLF transcription factors,624,Approved,gene with protein product,C2H2 ZF,Known motif,Y,GO:0005634;GO:0005829;GO:0005654;GO:0046872;GO:0048511;GO:0005886;GO:0003677;GO:0008270;GO:0000978;GO:0000981;GO:0006357;GO:0000785;GO:0003700;GO:0007623;GO:0010839;GO:0071387,Y,MA1107.1;MA1107.2;MA1107.3,Y,Klf9,ENSMUSG00000033863
KMT2A,,ENSG00000118058,lambert,,Lambert TF Census (not in HGNC groups),,,,CxxC; AT hook,Known motif,Y,,N,,N,Kmt2a,ENSMUSG00000002028
KMT2B,,ENSG00000272333,lambert,,Lambert TF Census (not in HGNC groups),,,,CxxC; AT hook,Likely to be sequence specific TF,Y,,N,,N,Kmt2b,ENSMUSG00000006307
Klf1,,ENSG00000105610,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0493.1,Y,,
Klf12,,ENSG00000118922,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0742.1,Y,,
Klf4,,ENSG00000136826,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0039.1;MA0039.2,Y,,
L3MBTL1,,ENSG00000185513,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,L3mbtl1,ENSMUSG00000035576
L3MBTL3,,ENSG00000198945,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,L3mbtl3,ENSMUSG00000039089
L3MBTL4,,ENSG00000154655,lambert,,Lambert TF Census (not in HGNC groups),,,,C2H2 ZF,Likely to be sequence specific TF,Y,,N,,N,L3mbtl4,ENSMUSG00000041565
LBX1,,ENSG00000138136,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0007399;GO:0005515;GO:0030154;GO:0006357;GO:0007517;GO:0000785;GO:1990837;GO:0009653;GO:0008283;GO:1905962;GO:0001947;GO:0008285;GO:0021519;GO:0021522;GO:0048663;GO:0048664;GO:0120007;GO:0003700;GO:0005667,Y,MA0618.1;MA0618.2,Y,Lbx1,ENSMUSG00000025216
LBX2,,ENSG00000179528,confirmed,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Known motif,Y,GO:0003677;GO:0005634;GO:0000981;GO:0006357;GO:0000785;GO:1990837;GO:0042692;GO:1904105;GO:2000052;GO:0005515,Y,MA0699.1;MA0699.2,Y,Lbx2,ENSMUSG00000034968
LCOR,,ENSG00000196233,lambert,,Lambert TF Census (not in HGNC groups),,,,Pipsqueak,Known motif,Y,,N,,N,Lcor,ENSMUSG00000025019
LCORL,,ENSG00000178177,lambert,,Lambert TF Census (not in HGNC groups),,,,Pipsqueak,Known motif,Y,,N,,N,Lcorl,ENSMUSG00000015882
LEF1,HGNC:6551,ENSG00000138795,confirmed,lymphoid enhancer binding factor 1,TCF/LEF transcription factor family,1549,Approved,gene with protein product,HMG/Sox,Known motif,Y,GO:0016055;GO:0005515;GO:0005737;GO:0005634;GO:0030335;GO:0003677;GO:0043066;GO:0005654;GO:0030154;GO:0045893;GO:0001222;GO:0000122;GO:0000978;GO:0000981;GO:0006357;GO:0045892;GO:0008013;GO:0001649;GO:0000785;GO:1990837;GO:0030331;GO:0070016;GO:0001228;GO:0032696;GO:0010628;GO:0071353;GO:0030854;GO:0070742;GO:0060070;GO:0045944;GO:0071345;GO:0005667;GO:0003700;GO:1990907;GO:0010718;GO:0060326;GO:0062009;GO:1904906;GO:0045597;GO:0000977;GO:0140416;GO:0008301;GO:0043565;GO:0071168;GO:0001837;GO:0042826;GO:0045063;GO:0032714;GO:1901331;GO:0043392;GO:0043923;GO:0050767;GO:0045295;GO:0032993;GO:0045588;GO:0030223;GO:0032713;GO:0071864;GO:0071866;GO:0006366;GO:0001569;GO:0001756;GO:0001944;GO:0002040;GO:0021542;GO:0021766;GO:0021861;GO:0021873;GO:0021943;GO:0022407;GO:0030111;GO:0030177;GO:0030326;GO:0030509;GO:0030879;GO:0033153;GO:0042100;GO:0042475;GO:0043586;GO:0045843;GO:0046632;GO:0048341;GO:0048468;GO:0050909;GO:0060033;GO:0060325;GO:0060561;GO:0060710;GO:0061153;GO:1902262;GO:1902732;GO:1904019;GO:0000976;GO:0000987;GO:0001227;GO:0003682;GO:0006355;GO:0090575;GO:0090068,Y,MA0768.1,Y,Lef1,ENSMUSG00000027985
LEUTX,,ENSG00000213921,lambert,,Lambert TF Census (not in HGNC groups),,,,Homeodomain,Likely to be sequence specific TF,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0005515;GO:0000978;GO:0006357;GO:0000785;GO:0005654,Y,MA2597.1,Y,,
LHX1,HGNC:6593,ENSG00000273706,lambert,LIM homeobox 1,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0008270;GO:0006355;GO:0000981;GO:0005634;GO:0007399;GO:0046872;GO:0005515;GO:0010468;GO:0030154;GO:0048646;GO:0045893;GO:0032991;GO:0043565;GO:0006357;GO:0045892;GO:0001822;GO:0008045;GO:0003700;GO:0009653;GO:0048731;GO:0006366;GO:0090190;GO:0000977;GO:0000785;GO:0007267;GO:0060429;GO:1990837;GO:0010842;GO:0030182;GO:0007389;GO:0060059;GO:0009880;GO:0009887;GO:0040019;GO:0009952;GO:0048703;GO:2000768;GO:0009953;GO:0001702;GO:0001657;GO:0001706;GO:0009791;GO:0060065;GO:0072178;GO:0001655;GO:0090009;GO:2000543;GO:0001705;GO:0009948;GO:0021527;GO:0021549;GO:0021702;GO:0021871;GO:0021937;GO:0035846;GO:0035847;GO:0060066;GO:0060067;GO:0060068;GO:0060322;GO:0061205;GO:0072049;GO:0072050;GO:0072077;GO:0097379;GO:0097477;GO:2000744;GO:0048382;GO:0007492;GO:0032525;GO:0072197;GO:0000987;GO:0001656;GO:0001658;GO:0001823;GO:0021510;GO:0021517;GO:0021537;GO:0035502;GO:0035849;GO:0044344;GO:0048793;GO:0060041;GO:0072164;GO:0072177;GO:0072224;GO:0072278;GO:0072283;GO:0072284;GO:0005667,Y,MA1518.1,Y,Lhx1,ENSMUSG00000018698
LHX2,HGNC:6594,ENSG00000106689,confirmed,LIM homeobox 2,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0046872;GO:0005515;GO:0045893;GO:0043565;GO:0006357;GO:0000977;GO:0000785;GO:0030182;GO:0001843;GO:0001942;GO:0007399;GO:0007411;GO:0007420;GO:0007498;GO:0009953;GO:0021537;GO:0021772;GO:0021978;GO:0021987;GO:0022008;GO:0045199;GO:0045944;GO:0048646;GO:0048675;GO:0060041;GO:0000978;GO:0001228;GO:0003682;GO:0045814;GO:0050768;GO:2000179,Y,MA0700.1;MA0700.2;MA0700.3,Y,Lhx2,ENSMUSG00000000247
LHX3,HGNC:6595,ENSG00000107187,confirmed,LIM homeobox 3,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0008270;GO:0006355;GO:0000981;GO:0005634;GO:0046872;GO:0005515;GO:0045893;GO:0001228;GO:0045944;GO:0043565;GO:0006357;GO:0000977;GO:0000785;GO:0061629;GO:0030182;GO:0009887;GO:0048839;GO:0006915;GO:0001890;GO:0008045;GO:0009953;GO:0021520;GO:0021521;GO:0021526;GO:0021527;GO:0021983;GO:0043066;GO:0060126;GO:0060127;GO:0060129;GO:0000976;GO:0000978;GO:0001221;GO:0001223;GO:0030324;GO:0005667,Y,,N,Lhx3,ENSMUSG00000026934
LHX4,HGNC:21734,ENSG00000121454,confirmed,LIM homeobox 4,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0008270;GO:0006355;GO:0000981;GO:0005634;GO:0046872;GO:0005515;GO:0001228;GO:0045944;GO:0043565;GO:0006357;GO:0006915;GO:0001890;GO:0008045;GO:0009887;GO:0021526;GO:0043066;GO:0008327;GO:0000977;GO:0000785;GO:1990837;GO:0030182,Y,,N,Lhx4,ENSMUSG00000026468
LHX5,HGNC:14216,ENSG00000089116,confirmed,LIM homeobox 5,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0008270;GO:0006355;GO:0000981;GO:0005634;GO:0046872;GO:0005515;GO:0043565;GO:0006357;GO:0000977;GO:0000785;GO:1990837;GO:0030182;GO:0007267;GO:0007405;GO:0021549;GO:0021702;GO:0021766;GO:0021846;GO:0021879;GO:0021936;GO:0021937;GO:1902692;GO:0021527;GO:0045893,Y,MA1519.1;MA1519.2,Y,Lhx5,ENSMUSG00000029595
LHX6,HGNC:21735,ENSG00000106852,confirmed,LIM homeobox 6,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0007399;GO:0046872;GO:0005515;GO:0030154;GO:0043565;GO:0006357;GO:0003700;GO:0000977;GO:0000785;GO:1990837;GO:0030182;GO:0048469;GO:0021800;GO:0021884;GO:0021799;GO:0021853,Y,MA0658.1;MA0658.2,Y,Lhx6,ENSMUSG00000026890
LHX8,HGNC:28838,ENSG00000162624,confirmed,LIM homeobox 8,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0046872;GO:0005515;GO:0043565;GO:0006357;GO:0000977;GO:0000785;GO:1990837;GO:0030182;GO:0021884;GO:0045471,Y,,N,Lhx8,ENSMUSG00000096225
LHX9,HGNC:14222,ENSG00000143355,confirmed,LIM homeobox 9,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0005634;GO:0046872;GO:0005515;GO:0006355;GO:0000981;GO:0043565;GO:0006357;GO:0045892;GO:0000977;GO:0000785;GO:1990837;GO:0030182;GO:0097380;GO:0008283;GO:0008584;GO:0008585;GO:0035262,Y,MA0701.1;MA0701.2;MA0701.3,Y,Lhx9,ENSMUSG00000019230
LIN28A,,ENSG00000131914,lambert,,Lambert TF Census (not in HGNC groups),,,,CSD,Inferred motif,Y,,N,,N,Lin28a,ENSMUSG00000050966
LIN28B,,ENSG00000187772,lambert,,Lambert TF Census (not in HGNC groups),,,,CSD,Known motif,Y,,N,,N,Lin28b,ENSMUSG00000063804
LIN54,,ENSG00000189308,lambert,,Lambert TF Census (not in HGNC groups),,,,TCR/CxC,Inferred motif,Y,,N,MA0619.1;MA0619.2,Y,Lin54,ENSMUSG00000118665
LMX1A,HGNC:6653,ENSG00000162761,confirmed,LIM homeobox transcription factor 1 alpha,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0046872;GO:0005515;GO:0006357;GO:1990837;GO:0000977;GO:0000785;GO:0030182;GO:0071542;GO:1904948;GO:0045944;GO:0001228;GO:0007613;GO:0007626;GO:0042048;GO:0001558;GO:0007411;GO:0007417;GO:0010468;GO:0021542;GO:0021549;GO:0021766;GO:0021953;GO:0030901;GO:0045665;GO:0050808,Y,MA0702.1;MA0702.2;MA0702.3,Y,Lmx1a,ENSMUSG00000026686
LMX1B,HGNC:6654,ENSG00000136944,confirmed,LIM homeobox transcription factor 1 beta,LIM class homeoboxes,522,Approved,gene with protein product,Homeodomain,Known motif,Y,GO:0003677;GO:0006355;GO:0000981;GO:0005634;GO:0046872;GO:0005515;GO:0043565;GO:0006357;GO:0003700;GO:0030182;GO:0000977;GO:0000785;GO:1990837;GO:0045944;GO:0009953;GO:0071542,Y,MA0703.1;MA0703.2;MA0703.3,Y,Lmx1b,ENSMUSG00000038765
LRRFIP1,,ENSG00000124831,biomart,,BioMart GO:0003700 (not in HGNC groups),,,,,,,GO:0006355;GO:0005634;GO:0005737;GO:0005829;GO:0005886;GO:0003677;GO:0005515;GO:0042803;GO:0000978;GO:0000981;GO:0006357;GO:0001227;GO:0000122;GO:0045296;GO:0005856;GO:0003725,Y,,N,Lrrfip1,ENSMUSG00000026305
LTF,,ENSG00000012223,lambert,,Lambert TF Census (not in HGNC groups),,,,Unknown,Known motif,Y,,N,,N,Ltf,ENSMUSG00000032496
LYL1,HGNC:6734,ENSG00000104903,confirmed,LYL1 basic helix-loop-helix family member,Basic helix-loop-helix proteins,420,Approved,gene with protein product,bHLH,Inferred motif,Y,GO:0006357;GO:0046983;GO:0000981;GO:0005634;GO:0003677;GO:0045893;GO:0005515;GO:0000978;GO:0006355;GO:0000785;GO:0005654;GO:0030183;GO:0001955;GO:0060216,Y,,N,Lyl1,ENSMUSG00000034041
Lef1,,ENSG00000138795,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0768.2;MA0768.3,Y,,
Lhx1,,ENSG00000273706,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA1518.2;MA1518.3,Y,,
Lhx3,,ENSG00000107187,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0135.1;MA0135.2,Y,,
Lhx4,,ENSG00000121454,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0704.1;MA0704.2,Y,,
Lhx8,,ENSG00000162624,hgnc,,JASPAR 2020 (not in other sources),,,,,,N,,N,MA0705.1;MA0705.2,Y,,
